year,X1,X2,Incumbent,DemVote,RepVote,DemShare,Contested,DemShare_Adj
1986,21,7,1,90761,21055,0.811699577877942,TRUE,0.811699577877942
1986,21,8,1,82873,22383,0.787347039598693,TRUE,0.787347039598693
1986,21,9,1,92738,36715,0.716383552331734,TRUE,0.716383552331734
1986,21,10,-1,28990,87530,0.248798489529694,TRUE,0.248798489529694
1986,21,11,1,106970,44341,0.706954550561426,TRUE,0.706954550561426
1986,21,12,-1,25536,89044,0.222866119741665,TRUE,0.222866119741665
1986,21,13,-1,38874,107227,0.266076207555048,TRUE,0.266076207555048
1986,21,14,0,70293,77288,0.476301149877017,TRUE,0.476301149877017
1986,21,15,-1,0,115284,0,FALSE,0.25
1986,21,16,-1,46087,92982,0.331396644830983,TRUE,0.331396644830983
1986,21,17,1,85442,68101,0.556469523195457,TRUE,0.556469523195457
1986,21,18,-1,56331,94308,0.37394698584032,TRUE,0.37394698584032
1986,21,19,1,111105,56186,0.664142123604976,TRUE,0.664142123604976
1986,21,20,1,126556,59291,0.680968753867429,TRUE,0.680968753867429
1986,21,21,1,65722,64779,0.503612999134106,TRUE,0.503612999134106
1986,21,22,1,97585,85733,0.532326340021165,TRUE,0.532326340021165
1986,22,1,1,86983,30395,0.741050281994922,TRUE,0.741050281994922
1986,22,2,1,102456,62013,0.622950221622312,TRUE,0.622950221622312
1986,22,3,-1,75932,75979,0.499845304158356,TRUE,0.499845304158356
1986,22,4,-1,43105,99865,0.301496817514164,TRUE,0.301496817514164
1986,22,5,0,80772,75507,0.516844873591461,TRUE,0.516844873591461
1986,22,6,-1,53431,118363,0.311017846956238,TRUE,0.311017846956238
1986,22,7,-1,49675,104965,0.321229953440248,TRUE,0.321229953440248
1986,22,8,1,106662,93586,0.532649514601894,TRUE,0.532649514601894
1986,22,9,1,120586,46398,0.722141043453265,TRUE,0.722141043453265
1986,22,10,1,68817,49064,0.583783646219493,TRUE,0.583783646219493
1986,23,1,1,94307,10407,0.900615008499341,FALSE,0.75
1986,23,2,-1,55204,79567,0.409613344117058,TRUE,0.409613344117058
1986,23,3,1,78720,51678,0.603690240647863,TRUE,0.603690240647863
1986,23,4,0,41624,70331,0.371792237952749,TRUE,0.371792237952749
1986,23,5,1,40608,100577,0.287622622799872,TRUE,0.287622622799872
1986,23,6,1,74927,57283,0.56672717646169,TRUE,0.56672717646169
1986,23,7,1,101225,24848,0.802907839109088,TRUE,0.802907839109088
1986,23,8,1,97406,36695,0.726362965227701,TRUE,0.726362965227701
1986,23,9,-1,49702,89991,0.355794492207913,TRUE,0.355794492207913
1986,23,10,1,74941,78475,0.488482296501017,TRUE,0.488482296501017
1986,23,11,-1,53180,91575,0.367379365134192,TRUE,0.367379365134192
1986,23,12,1,87643,44442,0.663534844986183,TRUE,0.663534844986183
1986,23,13,1,76435,12395,0.860463807272318,TRUE,0.860463807272318
1986,23,14,1,92328,33831,0.731838394407058,TRUE,0.731838394407058
1986,23,15,1,77950,25078,0.756590441433397,TRUE,0.756590441433397
1986,23,16,1,101659,28971,0.778220929342417,TRUE,0.778220929342417
1986,23,17,1,105031,30879,0.772798175263042,TRUE,0.772798175263042
1986,23,18,-1,39144,110099,0.262283658195024,TRUE,0.262283658195024
1986,24,1,1,90477,56100,0.617266010356331,TRUE,0.617266010356331
1986,24,2,-1,43448,105061,0.292561393585574,TRUE,0.292561393585574
1986,24,3,1,98311,35167,0.736533361302986,TRUE,0.736533361302986
1986,24,4,-1,26320,115751,0.185259482934589,TRUE,0.185259482934589
1986,24,5,-1,54864,102016,0.349719530851606,TRUE,0.349719530851606
1986,24,6,-1,42155,106354,0.283854850547778,TRUE,0.283854850547778
1986,24,7,-1,0,119238,0,FALSE,0.25
1986,24,8,0,46195,98475,0.319312919057165,TRUE,0.319312919057165
1986,24,9,1,105646,30643,0.775161605118535,TRUE,0.775161605118535
1986,24,10,-1,44847,106870,0.295596406467304,TRUE,0.295596406467304
1986,24,11,1,104740,35944,0.744505416394188,TRUE,0.744505416394188
1986,24,12,-1,42727,117905,0.265993077344489,TRUE,0.265993077344489
1986,24,13,1,88612,52452,0.628168774456984,TRUE,0.628168774456984
1986,24,14,0,83257,71713,0.537245918564884,TRUE,0.537245918564884
1986,24,15,-1,55750,97745,0.363204013160038,TRUE,0.363204013160038
1986,24,16,-1,36639,118206,0.236617262423714,TRUE,0.236617262423714
1986,24,17,1,112855,43334,0.722554085114829,TRUE,0.722554085114829
1986,24,18,1,126526,0,1,FALSE,0.75
1986,24,19,1,97814,80743,0.547802662455126,TRUE,0.547802662455126
1986,24,20,1,110976,19794,0.848635008029365,TRUE,0.848635008029365
1986,24,21,1,99878,22594,0.8155170161343,TRUE,0.8155170161343
1986,25,1,1,106288,34495,0.754977518592444,TRUE,0.754977518592444
1986,25,2,1,106919,85156,0.556652349342705,TRUE,0.556652349342705
1986,25,3,-1,58445,104393,0.358914995271374,TRUE,0.358914995271374
1986,25,4,1,120354,0,1,FALSE,0.75
1986,25,5,1,109506,0,1,FALSE,0.75
1986,25,6,-1,0,124328,0,FALSE,0.25
1986,25,7,1,106700,63408,0.627248571495756,TRUE,0.627248571495756
1986,25,8,-1,57265,118162,0.3264320771603,TRUE,0.3264320771603
1986,25,9,-1,38636,138766,0.217787849065963,TRUE,0.217787849065963
1986,31,1,-1,43985,86834,0.336227917962987,TRUE,0.336227917962987
1986,31,2,-1,55903,88708,0.386575018497901,TRUE,0.386575018497901
1986,31,3,0,83504,69386,0.546170449342665,TRUE,0.546170449342665
1986,31,4,1,107271,49641,0.683637962679719,TRUE,0.683637962679719
1986,31,5,-1,58552,85025,0.407809050196062,TRUE,0.407809050196062
1986,31,6,0,78807,81861,0.490495929494361,TRUE,0.490495929494361
1986,32,1,-1,43359,141297,0.234809591889784,TRUE,0.234809591889784
1986,32,2,1,110737,46029,0.706384037355039,TRUE,0.706384037355039
1986,32,3,-1,0,109266,0,FALSE,0.25
1986,32,4,1,111164,61178,0.64501978623899,TRUE,0.64501978623899
1986,32,5,-1,47540,116800,0.289278325422904,TRUE,0.289278325422904
1986,33,1,1,125115,47750,0.723772886356405,TRUE,0.723772886356405
1986,33,2,-1,94048,100249,0.484042471062343,TRUE,0.484042471062343
1986,33,3,-1,54261,127434,0.298637827127879,TRUE,0.298637827127879
1986,33,4,1,112662,41926,0.728788780500427,TRUE,0.728788780500427
1986,33,5,1,105410,37583,0.737168952326338,TRUE,0.737168952326338
1986,33,6,1,110598,57460,0.658094229373193,TRUE,0.658094229373193
1986,33,7,-1,93903,94024,0.499678066483262,TRUE,0.499678066483262
1986,33,8,1,135718,51315,0.725636652355467,TRUE,0.725636652355467
1986,34,1,1,91044,46599,0.661450273533707,TRUE,0.661450273533707
1986,34,2,1,93538,101010,0.480796512942821,TRUE,0.480796512942821
1986,34,3,1,116403,52382,0.689652516515093,TRUE,0.689652516515093
1986,34,4,1,129471,0,1,FALSE,0.75
1986,34,5,1,101030,39340,0.719740685331624,TRUE,0.719740685331624
1986,34,6,-1,73155,95865,0.432818601348953,TRUE,0.432818601348953
1986,34,7,-1,56291,114210,0.330150556301723,TRUE,0.330150556301723
1986,34,8,-1,71532,79142,0.47474680435908,TRUE,0.47474680435908
1986,34,9,1,95939,70972,0.574791355872291,TRUE,0.574791355872291
1986,35,1,-1,67137,121772,0.355393337532886,TRUE,0.355393337532886
1986,35,2,-1,70372,99569,0.414096657075103,TRUE,0.414096657075103
1986,35,3,-1,59182,136985,0.301691925757135,TRUE,0.301691925757135
1986,36,98,1,216258,66989,0.763496171186279,TRUE,0.763496171186279
1986,37,98,1,171462,118261,0.591813559848545,TRUE,0.591813559848545
1986,40,1,-1,63364,80713,0.439792610895563,TRUE,0.439792610895563
1986,40,2,-1,54491,46137,0.541509321461224,TRUE,0.541509321461224
1986,40,3,-1,32961,74525,0.306653889808905,TRUE,0.306653889808905
1986,40,4,1,64699,0,1,FALSE,0.75
1986,40,5,1,73085,0,1,FALSE,0.75
1986,40,6,1,88230,38051,0.698679928096863,TRUE,0.698679928096863
1986,40,7,-1,0,58927,0,FALSE,0.25
1986,40,8,-1,44965,72670,0.382241679772177,TRUE,0.382241679772177
1986,40,9,1,59864,0,1,FALSE,0.75
1986,40,10,-1,63292,95724,0.398022840468884,TRUE,0.398022840468884
1986,41,1,-1,0,96469,0,FALSE,0.25
1986,41,2,-1,57568,115302,0.333013246948574,TRUE,0.333013246948574
1986,41,3,1,115127,27769,0.805669857798679,TRUE,0.805669857798679
1986,41,4,1,132881,38588,0.774956406114225,TRUE,0.774956406114225
1986,41,5,1,125406,33528,0.789044509041489,TRUE,0.789044509041489
1986,41,6,1,139608,51924,0.728901697888603,TRUE,0.728901697888603
1986,41,7,1,108126,72777,0.59770153065455,TRUE,0.59770153065455
1986,42,1,1,105773,58937,0.642177159856718,TRUE,0.642177159856718
1986,42,2,1,128814,41244,0.75747098048901,TRUE,0.75747098048901
1986,42,3,-1,36726,145113,0.201969874449376,TRUE,0.201969874449376
1986,42,4,1,115335,22980,0.833857499186639,TRUE,0.833857499186639
1986,43,1,1,97465,55415,0.637526164311879,TRUE,0.637526164311879
1986,43,2,1,110120,0,1,FALSE,0.75
1986,43,3,1,NA,NA,NA,NA,NA
1986,43,4,1,NA,NA,NA,NA,NA
1986,43,5,-1,NA,NA,NA,NA,NA
1986,43,6,1,143583,61053,0.70165073594089,TRUE,0.70165073594089
1986,43,7,1,NA,NA,NA,NA,NA
1986,43,8,-1,NA,NA,NA,NA,NA
1986,43,9,-1,68574,166504,0.291707433277465,TRUE,0.291707433277465
1986,43,10,-1,49559,122368,0.288256062165919,TRUE,0.288256062165919
1986,43,11,1,149036,55904,0.727217722260174,TRUE,0.727217722260174
1986,43,12,-1,0,150222,0,FALSE,0.25
1986,43,13,-1,62694,187794,0.25028743891923,TRUE,0.25028743891923
1986,43,14,1,171961,61185,0.737567875923241,TRUE,0.737567875923241
1986,43,15,-1,NA,NA,NA,NA,NA
1986,43,16,1,121213,52807,0.696546373980002,TRUE,0.696546373980002
1986,43,17,1,NA,NA,NA,NA,NA
1986,43,18,1,80047,28803,0.735388148828663,TRUE,0.735388148828663
1986,43,19,1,99203,44455,0.690549777944841,TRUE,0.690549777944841
1986,44,1,1,69440,0,1,FALSE,0.75
1986,44,2,1,72482,0,1,FALSE,0.75
1986,44,3,1,75850,0,1,FALSE,0.75
1986,44,4,-1,75892,86366,0.467724241639857,TRUE,0.467724241639857
1986,44,5,0,93229,30562,0.753116139299303,TRUE,0.753116139299303
1986,44,6,-1,51352,75583,0.404553511639816,TRUE,0.404553511639816
1986,44,7,1,88636,44891,0.663805822043482,TRUE,0.663805822043482
1986,44,8,1,82254,12952,0.863958153897864,TRUE,0.863958153897864
1986,44,9,1,84303,0,1,FALSE,0.75
1986,44,10,1,79548,38714,0.672642099744635,TRUE,0.672642099744635
1986,45,1,-1,NA,NA,NA,NA,NA
1986,45,2,1,NA,NA,NA,NA,NA
1986,45,3,1,NA,NA,NA,NA,NA
1986,45,4,1,NA,NA,NA,NA,NA
1986,45,5,1,NA,NA,NA,NA,NA
1986,45,6,-1,NA,NA,NA,NA,NA
1986,45,7,0,109205,0,1,FALSE,0.75
1986,45,8,0,96864,102276,0.486411569749925,TRUE,0.486411569749925
1986,46,1,1,59870,30267,0.664211145256665,TRUE,0.664211145256665
1986,46,2,-1,73119,68292,0.517067271994399,TRUE,0.517067271994399
1986,46,3,1,80575,0,1,FALSE,0.75
1986,46,4,1,85819,34190,0.715104700480797,TRUE,0.715104700480797
1986,46,5,-1,16143,75288,0.176559372641664,TRUE,0.176559372641664
1986,47,1,1,91122,39912,0.695407298868996,TRUE,0.695407298868996
1986,47,2,1,95320,32515,0.745648687761568,TRUE,0.745648687761568
1986,47,3,0,71460,39408,0.644550276003896,TRUE,0.644550276003896
1986,47,4,-1,92216,73469,0.556574222168573,TRUE,0.556574222168573
1986,47,5,1,86410,73261,0.541175291693545,TRUE,0.541175291693545
1986,47,6,-1,72250,72329,0.4997267929644,TRUE,0.4997267929644
1986,47,7,1,70471,39289,0.642046282798834,TRUE,0.642046282798834
1986,47,8,1,80959,58941,0.578691922802001,TRUE,0.578691922802001
1986,47,9,-1,76240,80352,0.48687033820374,TRUE,0.48687033820374
1986,47,10,0,62035,83902,0.425080685501278,TRUE,0.425080685501278
1986,47,11,-1,91575,89069,0.506936294590465,TRUE,0.506936294590465
1986,48,1,0,55262,59969,0.479575808593174,TRUE,0.479575808593174
1986,48,2,-1,63592,73455,0.464015994512831,TRUE,0.464015994512831
1986,48,3,1,79109,36495,0.68431023147988,TRUE,0.68431023147988
1986,48,4,-1,67012,61648,0.520845639670449,TRUE,0.520845639670449
1986,48,5,1,95859,0,1,FALSE,0.75
1986,48,6,1,92398,29922,0.755379332897319,TRUE,0.755379332897319
1986,49,1,1,84445,0,1,FALSE,0.75
1986,49,2,1,78529,55986,0.583793628963313,TRUE,0.583793628963313
1986,49,3,-1,0,143381,0,FALSE,0.25
1986,49,4,1,97540,38578,0.71658414023127,TRUE,0.71658414023127
1986,49,5,1,57410,39945,0.589697498844435,TRUE,0.589697498844435
1986,49,6,-1,68270,86190,0.441991454098148,TRUE,0.441991454098148
1986,49,7,-1,17635,129673,0.119715154641975,TRUE,0.119715154641975
1986,49,8,-1,30617,66280,0.315974694778992,TRUE,0.315974694778992
1986,49,9,1,73285,45834,0.61522511102343,TRUE,0.61522511102343
1986,49,10,1,135863,52000,0.723202546536572,TRUE,0.723202546536572
1986,49,11,1,84201,0,1,FALSE,0.75
1986,49,12,1,84831,38620,0.687163327960081,TRUE,0.687163327960081
1986,49,13,-1,45907,84980,0.350737659202213,TRUE,0.350737659202213
1986,49,14,-1,67852,74471,0.47674655537053,TRUE,0.47674655537053
1986,49,15,1,70777,0,1,FALSE,0.75
1986,49,16,1,50590,26421,0.656919141421355,TRUE,0.656919141421355
1986,49,17,1,97791,0,1,FALSE,0.75
1986,49,18,1,63335,0,1,FALSE,0.75
1986,49,19,-1,42129,68695,0.380143290262037,TRUE,0.380143290262037
1986,49,20,1,55363,0,1,FALSE,0.75
1986,49,21,-1,63779,100346,0.388600152322925,TRUE,0.388600152322925
1986,49,22,-1,30079,76459,0.282331186994312,TRUE,0.282331186994312
1986,49,23,0,68131,0,1,FALSE,0.75
1986,49,24,1,69368,33819,0.672255225949005,TRUE,0.672255225949005
1986,49,25,1,67435,0,1,FALSE,0.75
1986,49,26,-1,47651,101735,0.318979020791774,TRUE,0.318979020791774
1986,49,27,1,64165,0,1,FALSE,0.75
1986,51,1,1,64315,0,1,FALSE,0.75
1986,51,2,1,57644,0,1,FALSE,0.75
1986,51,3,1,81943,29348,0.736294938494577,TRUE,0.736294938494577
1986,51,4,0,53906,67626,0.443553961096666,TRUE,0.443553961096666
1986,51,5,-1,0,56760,0,FALSE,0.25
1986,51,6,-1,26315,75906,0.257432425822483,TRUE,0.257432425822483
1986,51,7,1,90619,23209,0.796104649119724,TRUE,0.796104649119724
1986,52,1,1,88113,43764,0.668145317227416,TRUE,0.668145317227416
1986,52,2,1,68200,96745,0.413471157052351,TRUE,0.413471157052351
1986,52,3,1,100161,26452,0.791079904907079,TRUE,0.791079904907079
1986,52,4,0,65075,64651,0.501634213650309,TRUE,0.501634213650309
1986,52,5,1,82098,18102,0.819341317365269,TRUE,0.819341317365269
1986,52,6,1,102975,39600,0.722251446607049,TRUE,0.722251446607049
1986,52,7,0,79226,12170,0.866843187885684,TRUE,0.866843187885684
1986,52,8,0,82825,92917,0.471287455474502,TRUE,0.471287455474502
1986,53,1,0,61663,78919,0.438626566701285,TRUE,0.438626566701285
1986,53,2,1,114543,41795,0.732662564443705,TRUE,0.732662564443705
1986,53,3,1,114008,31913,0.781299470261306,TRUE,0.781299470261306
1986,53,4,1,94984,29697,0.761816154827119,TRUE,0.761816154827119
1986,53,5,-1,45256,108774,0.293812893592157,TRUE,0.293812893592157
1986,53,6,1,NA,NA,NA,NA,NA
1986,54,1,-1,36278,80289,0.311220156648108,TRUE,0.311220156648108
1986,54,2,-1,30088,96396,0.237879889946555,TRUE,0.237879889946555
1986,54,3,1,75034,64084,0.539355079860263,TRUE,0.539355079860263
1986,54,4,1,86997,0,1,FALSE,0.75
1986,54,5,1,85126,58701,0.591863836414581,TRUE,0.591863836414581
1986,54,6,0,102180,30823,0.76825334766885,TRUE,0.76825334766885
1986,54,7,-1,35966,93902,0.276942741860967,TRUE,0.276942741860967
1986,54,8,1,101699,24792,0.804001865745389,TRUE,0.804001865745389
1986,54,9,1,83006,0,1,FALSE,0.75
1986,56,1,1,90715,0,1,FALSE,0.75
1986,56,2,1,76355,33554,0.694711079165491,TRUE,0.694711079165491
1986,56,3,1,73669,39820,0.649128990474848,TRUE,0.649128990474848
1986,56,4,1,58217,23490,0.712509332125767,TRUE,0.712509332125767
1986,61,1,0,51163,127370,0.286574470826122,TRUE,0.286574470826122
1986,61,2,1,77239,24522,0.75902359450084,TRUE,0.75902359450084
1986,61,3,-1,0,146462,0,FALSE,0.25
1986,61,4,0,66894,121939,0.35424952206447,TRUE,0.35424952206447
1986,61,5,-1,64848,119647,0.351489200249329,TRUE,0.351489200249329
1986,62,1,1,106113,49095,0.683682542137003,TRUE,0.683682542137003
1986,62,2,0,91223,86032,0.514642746325915,TRUE,0.514642746325915
1986,62,3,-1,95353,88508,0.518614605598795,TRUE,0.518614605598795
1986,62,4,-1,50672,117089,0.30204874792115,TRUE,0.30204874792115
1986,62,5,0,52488,121153,0.302278839674962,TRUE,0.302278839674962
1986,62,6,-1,53834,104359,0.340305828955769,TRUE,0.340305828955769
1986,63,1,-1,59723,120553,0.331286471854268,TRUE,0.331286471854268
1986,63,2,1,103035,86528,0.543539614798247,TRUE,0.543539614798247
1986,64,1,1,98501,61230,0.61666802311386,TRUE,0.61666802311386
1986,64,2,-1,73583,84548,0.46532937880618,TRUE,0.46532937880618
1986,65,1,0,61830,50342,0.551207074849339,TRUE,0.551207074849339
1986,65,2,-1,59433,83479,0.415871305418719,TRUE,0.415871305418719
1986,66,1,-1,37138,90476,0.291018226840315,TRUE,0.291018226840315
1986,66,2,-1,45924,77787,0.371220020855057,TRUE,0.371220020855057
1986,66,3,1,95760,38552,0.712966823515397,TRUE,0.712966823515397
1986,67,1,-1,77180,82151,0.484400399169025,TRUE,0.484400399169025
1986,67,2,0,76921,60967,0.557851299605477,TRUE,0.557851299605477
1986,67,3,-1,42582,86599,0.329630518419891,TRUE,0.329630518419891
1986,68,98,-1,48780,111007,0.305281405871567,TRUE,0.305281405871567
1986,71,1,1,138174,54436,0.71737708322517,TRUE,0.71737708322517
1986,71,2,0,74602,109758,0.404653937947494,TRUE,0.404653937947494
1986,71,3,1,158709,50265,0.759467684975164,TRUE,0.759467684975164
1986,71,4,1,128364,54596,0.70159597726279,TRUE,0.70159597726279
1986,71,5,1,122688,36039,0.772949781700656,TRUE,0.772949781700656
1986,71,6,1,142946,50606,0.738540547243118,TRUE,0.738540547243118
1986,71,7,1,124174,62379,0.665623174111379,TRUE,0.665623174111379
1986,71,8,1,121790,76850,0.6131192106323,TRUE,0.6131192106323
1986,71,9,1,113490,49300,0.697155844953621,TRUE,0.697155844953621
1986,71,10,1,84240,31826,0.725793944824496,TRUE,0.725793944824496
1986,71,11,1,112380,39315,0.740828636408583,TRUE,0.740828636408583
1986,71,12,0,69564,111252,0.384722590921157,TRUE,0.384722590921157
1986,71,13,1,107696,46754,0.697287147944319,TRUE,0.697287147944319
1986,71,14,-1,53597,146906,0.267312708538027,TRUE,0.267312708538027
1986,71,15,1,93600,35793,0.723377617027196,TRUE,0.723377617027196
1986,71,16,1,128151,31386,0.803268207375092,TRUE,0.803268207375092
1986,71,17,-1,58682,88787,0.397927700058995,TRUE,0.397927700058995
1986,71,18,1,101480,40907,0.712705513846067,TRUE,0.712705513846067
1986,71,19,-1,45619,122578,0.271223624678205,TRUE,0.271223624678205
1986,71,20,-1,49027,129989,0.273869374804487,TRUE,0.273869374804487
1986,71,21,0,54497,132090,0.2920728668128,TRUE,0.2920728668128
1986,71,22,-1,44036,141096,0.23786271417151,TRUE,0.23786271417151
1986,71,23,1,121468,58746,0.674020886279645,TRUE,0.674020886279645
1986,71,24,1,103914,0,1,FALSE,0.75
1986,71,25,1,62692,17558,0.781208722741433,TRUE,0.781208722741433
1986,71,26,1,98091,52662,0.650673618435454,TRUE,0.650673618435454
1986,71,27,1,110403,59410,0.650144570792578,TRUE,0.650144570792578
1986,71,28,1,92635,25858,0.781776138674858,TRUE,0.781776138674858
1986,71,29,1,78132,13432,0.853304792276441,TRUE,0.853304792276441
1986,71,30,1,59369,33705,0.637868792573651,TRUE,0.637868792573651
1986,71,31,1,77126,30322,0.717798376889286,TRUE,0.717798376889286
1986,71,32,1,90739,39003,0.699380308612477,TRUE,0.699380308612477
