idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
87,CA,CA, 6,95926, 3,1,1,3,N, , 4, 2, 15,1200,1200,053090,060690,     0.8,     0.0,   423.960185,0,0,  7,BUTTE               
88,CA,CA, 6,95926, 3,1,1,3,N, , 3, 2, 19,1405,1405,030390,031090,     0.2,     0.0,   450.077922,0,0,  7,BUTTE               
89,CA,CA, 6,95928, 3,1,1,1,N, , 1, 2, 47,2138,2133,012190,012390,    -0.3,     0.0,   458.878705,0,0,  7,BUTTE               
90,CA,CA, 6,95928, 3,1,1,1,N, , 5, 2, 31,1108,1105,012090,012290,     0.8,    82.8,   409.005619,0,0,  7,BUTTE               
91,CA,CA, 6,95928, 3,1,1,1,N, , 2, 2, 62,1945,1945,020290,020290,     2.8,    28.2,   400.387846,0,0,  7,BUTTE               
92,CA,CA, 6,95928, 3,1,1,3,Y, , 4, 2, 75,1530,1710,020290,021090,     0.7,   234.8,   423.960185,0,0,  7,BUTTE               
93,CA,CA, 6,95928, 3,1,1,7,N, , 5, 2,101,0800,2000,022790,030390,     0.9,   153.6,   409.005619,0,0,  7,BUTTE               
94,CA,CA, 6,95928, 3,1,0,4,Y, , 2, 2, 99,1730,1730,031990,032190,     3.0,    30.6,   400.387846,0,0,  7,BUTTE               
95,CA,CA, 6,95928, 3,2,1,3,N, , 5, 2,116,0730,0730,040490,041190,     0.6,     0.0,   409.005619,0,0,  7,BUTTE               
96,CA,CA, 6,95928, 3,1,1,3,N, , 3, 2,  4,1610,1610,030390,030390,    -1.3,     0.0,   450.077922,0,0,  7,BUTTE               
97,CA,CA, 6,95941, 3,5,1,1,N, , 4, 2, 54,0830,0830,012390,012590,     1.0,    70.3,   423.960185,0,0,  7,BUTTE               
98,CA,CA, 6,95948, 3,1,1,3,N, , 2, 2, 36,0930,1130,012690,012890,     0.2,  1673.8,   400.387846,0,0,  7,BUTTE               
99,CA,CA, 6,95954, 3,1,1,1,N, , 2, 2,123,1130,1130,040490,040490,     0.4,     0.0,   400.387846,0,0,  7,BUTTE               
100,CA,CA, 6,95965, 3,1,1,1,N, , 4, 2, 24,1200,1200,011290,011490,    -0.4,     0.0,   423.960185,0,0,  7,BUTTE               
101,CA,CA, 6,95965, 3,1,1,3,N, , 2, 2, 37,0845,0845,012290,012490,     0.0,     0.0,   400.387846,0,0,  7,BUTTE               
102,CA,CA, 6,95965, 3,1,1,3,N, , 5, 2, 61,1700,1700,012790,012990,     1.0,    65.8,   409.005619,0,0,  7,BUTTE               
103,CA,CA, 6,95965, 3,1,1,5,N, , 4, 2, 86,1230,1240,020290,020290,     0.0,     0.0,   423.960185,0,0,  7,BUTTE               
104,CA,CA, 6,95965, 3,1,1,3,N, , 1, 2,  3,1325,1325,030390,031090,     0.1,     0.0,   458.878705,0,0,  7,BUTTE               
105,CA,CA, 6,95966, 3,1,1,3,N, , 3, 2, 57,0600,0600,012390,012590,    -0.6,     0.0,   450.077922,0,0,  7,BUTTE               
106,CA,CA, 6,95966, 3,1,1,2,N, , 2, 2, 74,0845,0900,020290,020290,     0.0,     0.0,   400.387846,0,0,  7,BUTTE               
107,CA,CA, 6,95966, 3,1,1,3,N, , 2, 2,106,1020,1020,032290,032490,    -0.1,     0.0,   400.387846,0,0,  7,BUTTE               
108,CA,CA, 6,95966, 3,1,1,1,Y, , 1, 2,122,0730,0738,040490,041190,     0.5,     0.0,   458.878705,0,0,  7,BUTTE               
109,CA,CA, 6,95969, 3,1,1,3,N, , 2, 2, 23,1200,1200,011190,011390,     3.2,    56.7,   400.387846,0,0,  7,BUTTE               
110,CA,CA, 6,95969, 3,1,1,1, , , 5, 2, 29,0900,0900,011190,011390,     1.4,    46.8,   409.005619,0,0,  7,BUTTE               
111,CA,CA, 6,95969, 3,1,1,2,N, , 3, 2, 39,0900,1900,030390,030390,     0.9,    65.2,   450.077922,0,0,  7,BUTTE               
112,CA,CA, 6,95969, 3,1,1,1,N, , 5, 2, 39,0800,0800,011990,012190,     0.5,     0.0,   409.005619,0,0,  7,BUTTE               
113,CA,CA, 6,95969, 3,1,1,3,N, , 5, 2, 45,1800,1800,012290,012490,     0.8,   117.4,   409.005619,0,0,  7,BUTTE               
114,CA,CA, 6,95969, 3,1,1,3,N, , 1, 2, 46,1800,1800,012090,012290,     0.2,   436.7,   458.878705,0,0,  7,BUTTE               
115,CA,CA, 6,95969, 3,1,1,5,N, , 4, 2, 48,0820,0940,021490,021690,    -1.6,     0.0,   423.960185,0,0,  7,BUTTE               
116,CA,CA, 6,95969, 3,1,1,7,N, , 3, 2, 76,2100,2100,013090,020290,     0.1,   561.1,   450.077922,0,0,  7,BUTTE               
117,CA,CA, 6,95969, 3,5,1,3,N, , 3, 2,100,1830,1830,032290,032490,     0.7,    65.7,   450.077922,0,0,  7,BUTTE               
118,CA,CA, 6,95969, 3,1,1,3,N, , 4, 2,110,0645,0649,032290,032490,     0.5,   109.2,   423.960185,0,0,  7,BUTTE               
119,CA,CA, 6,95969, 3,1,1,5,Y, , 4, 2,117,0710,0710,033190,040490,     0.1,     0.0,   423.960185,0,0,  7,BUTTE               
120,CA,CA, 6,95221, 5,1,1,3,N, , 1, 1, 76,0800,0810,022290,022490,    -0.7,     0.0,   284.937571,0,0,  9,CALAVERAS           
121,CA,CA, 6,95222, 5,1,0,1,Y, , 4, 1,121,0815,0815,041090,041290,     0.5,     0.0,   259.646120,0,0,  9,CALAVERAS           
122,CA,CA, 6,95223, 5,1,1,2,N, , 3, 1, 25,0915,0915,011890,012090,     3.1,    21.8,   283.746911,0,0,  9,CALAVERAS           
123,CA,CA, 6,95223, 5,1,1,3,N, , 5, 1, 50,1010,1010,012390,012590,     1.2,    62.0,   299.260544,0,0,  9,CALAVERAS           
124,CA,CA, 6,95223, 5,1,1,3,N, , 4, 1, 94,0905,0905,021590,021790,     1.2,   158.9,   259.646120,0,0,  9,CALAVERAS           
125,CA,CA, 6,95223, 5,1,1,3,N, , 1, 1,104,0930,0930,033090,040490,     3.2,    25.3,   284.937571,0,0,  9,CALAVERAS           
126,CA,CA, 6,95224, 5,1,1,3,N, , 5, 1, 85,0930,0930,021290,021490,     0.8,   117.5,   299.260544,0,0,  9,CALAVERAS           
127,CA,CA, 6,95246, 5,1,1,7,N, , 2, 1, 17,1100,1100,041390,041590,     0.3,     0.0,   296.527672,0,0,  9,CALAVERAS           
128,CA,CA, 6,95246, 5,1,0,4,Y, , 3, 1, 10,0730,1100,032790,032990,     3.2,    23.2,   283.746911,0,0,  9,CALAVERAS           
129,CA,CA, 6,95247, 5,1,1,1,N, , 2, 1, 50,0855,0950,012490,012690,     0.1,     0.0,   296.527672,0,0,  9,CALAVERAS           
130,CA,CA, 6,95247, 5,1,1,3,Y, , 1, 1,112,0800,0800,041490,041690,     1.3,    49.2,   284.937571,0,0,  9,CALAVERAS           
131,CA,CA, 6,95247, 5,1,1,7,N, , 3, 1, 18,1700,1700,041090,041290,     1.0,     0.0,   283.746911,0,0,  9,CALAVERAS           
132,CA,CA, 6,95252, 5,1,1,1,Y, , 4, 1, 41,1530,1530,022190,022390,     0.9,    79.3,   259.646120,0,0,  9,CALAVERAS           
133,CA,CA, 6,95252, 5,1,1,3,N, , 5, 1, 73,0900,0900,020290,020290,     0.7,    98.7,   299.260544,0,0,  9,CALAVERAS           
134,CA,CA, 6,95252, 5,5,1,3,N, , 3, 1, 75,1030,1400,020290,020290,     0.0,     0.0,   283.746911,0,0,  9,CALAVERAS           
135,CA,CA, 6,95255, 5,1,1,1,N, , 5, 1, 35,1430,1445,012290,012490,     1.1,    80.1,   299.260544,0,0,  9,CALAVERAS           
136,CA,CA, 6,95255, 5,1,1,3,N, , 1, 1, 68,1100,1100,013190,020290,     1.7,    65.6,   284.937571,0,0,  9,CALAVERAS           
137,CA,CA, 6,95255, 5,1,1,3,N, , 5, 1, 16,1030,1030,031490,031690,     1.8,    43.0,   299.260544,0,0,  9,CALAVERAS           
138,CA,CA, 6,95912, 3,1,1,3,N, , 1, 2, 98,1600,1600,022190,022390,     1.0,    73.0,   458.878705,0,0, 11,COLUSA              
139,CA,CA, 6,95950, 3,5,1,3,N, , 4, 2, 45,1930,2030,012090,012290,     0.1,     0.0,   423.960185,0,0, 11,COLUSA              
140,CA,CA, 6,94507, 4,1,1,1,N, , 4, 3,  6,1030,1030,032190,032390,     1.6,    80.0,  1491.014109,0,0, 13,CONTRA COSTA        
141,CA,CA, 6,94509, 4,1,1,3,N, , 5, 3, 80,1945,1945,022690,022890,     0.6,   445.6,  1457.996099,0,0, 13,CONTRA COSTA        
142,CA,CA, 6,94509, 4,1,1,3, , , 2, 3,103,2030,1630,033190,040490,     0.4,     0.0,  1636.340558,0,0, 13,CONTRA COSTA        
143,CA,CA, 6,94514, 4,1,1,2,N, , 5, 3,119,0800,1400,040490,041190,     0.5,     0.0,  1457.996099,0,0, 13,CONTRA COSTA        
144,CA,CA, 6,94517, 4,1,1,1,N, , 5, 3, 35,0625,0630,012290,012490,     1.5,    63.0,  1457.996099,0,0, 13,CONTRA COSTA        
145,CA,CA, 6,94518, 4,1,1,2,N, , 3, 3, 66,2000,2025,021890,022090,     2.7,    44.1,  1668.978965,0,0, 13,CONTRA COSTA        
146,CA,CA, 6,94518, 4,1,1,1,N, , 1, 3,110,1130,1145,040490,040490,     1.6,    47.1,  1329.584781,0,0, 13,CONTRA COSTA        
147,CA,CA, 6,94518, 4,1,1,2,N, , 5, 3,117,1545,1545,040490,041190,     1.0,    81.8,  1457.996099,0,0, 13,CONTRA COSTA        
148,CA,CA, 6,94518, 4,1,1,1,N, , 5, 3,  3,1000,1000,031290,031490,     2.2,    50.1,  1457.996099,0,0, 13,CONTRA COSTA        
149,CA,CA, 6,94520, 4,1,1,1,N, , 2, 3, 92,1002,1002,021790,021990,     1.4,   137.6,  1636.340558,0,0, 13,CONTRA COSTA        
150,CA,CA, 6,94520, 4,1,0,0,Y, , 4, 3,  5,0625,0655,022890,030390,    -0.6,     0.0,  1491.014109,0,0, 13,CONTRA COSTA        
151,CA,CA, 6,94521, 4,1,1,1,N, , 2, 3, 25,0700,0700,011690,011890,     0.5,   155.1,  1636.340558,0,0, 13,CONTRA COSTA        
152,CA,CA, 6,94521, 4,2,1,3,N, , 4, 3,120,2230,2230,040490,040490,     1.0,    78.1,  1491.014109,0,0, 13,CONTRA COSTA        
153,CA,CA, 6,94521, 4,1,0,1,N, , 2, 3,125,1600,1625,041290,041490,     1.8,    39.1,  1636.340558,0,0, 13,CONTRA COSTA        
154,CA,CA, 6,94521, 4,1,1,7,N, , 1, 3,  6,1219,2122,031090,031490,     0.7,    62.3,  1329.584781,0,0, 13,CONTRA COSTA        
155,CA,CA, 6,94523, 4,1,1,3,N, , 3, 3, 88,0000,0800,020290,021090,     0.2,     0.0,  1668.978965,0,0, 13,CONTRA COSTA        
156,CA,CA, 6,94523, 4,1,1,1,N, , 1, 3, 90,2130,2125,021190,021390,    -0.1,     0.0,  1329.584781,0,0, 13,CONTRA COSTA        
157,CA,CA, 6,94523, 4,1,1,5,N, , 3, 3, 96,1400,1400,021790,021990,     0.9,   156.3,  1668.978965,0,0, 13,CONTRA COSTA        
158,CA,CA, 6,94523, 4,1,1,7,N, , 5, 3,112,0915,1000,032390,032590,     1.2,   252.1,  1457.996099,0,0, 13,CONTRA COSTA        
159,CA,CA, 6,94526, 4,1,1,1,N, , 2, 3, 36,1530,1530,012090,012290,     0.8,    90.5,  1636.340558,0,0, 13,CONTRA COSTA        
160,CA,CA, 6,94526, 4,2,1,3,N, , 1, 3, 38,1900,1900,011890,012090,     1.1,    76.3,  1329.584781,0,0, 13,CONTRA COSTA        
161,CA,CA, 6,94526, 4,1,1,3,N, , 4, 3, 61,0715,1115,013090,020290,    -0.5,     0.0,  1491.014109,0,0, 13,CONTRA COSTA        
162,CA,CA, 6,94526, 4,1,1,3,N, , 3, 3,  1,1242,1242,030390,031190,     2.7,    27.3,  1668.978965,0,0, 13,CONTRA COSTA        
163,CA,CA, 6,94528, 4,1,1,3,N, , 2, 3, 70,0900,0900,020290,020290,    -0.3,     0.0,  1636.340558,0,0, 13,CONTRA COSTA        
164,CA,CA, 6,94530, 4,1,0,2,Y, , 5, 3, 13,1300,1300,032290,032490,     0.3,     0.0,  1457.996099,0,0, 13,CONTRA COSTA        
165,CA,CA, 6,94547, 4,1,1,2,N, , 5, 3, 21,0700,0700,011290,011490,     1.0,   148.0,  1457.996099,0,0, 13,CONTRA COSTA        
166,CA,CA, 6,94547, 4,1,2,2,N, , 2, 3, 31,0600,0600,021490,021690,     0.3,     0.0,  1636.340558,0,0, 13,CONTRA COSTA        
167,CA,CA, 6,94549, 4,0,9,0, , , 3, 3, 27,0900,0915,011290,011490,     1.4,    52.2,  1668.978965,0,0, 13,CONTRA COSTA        
168,CA,CA, 6,94549, 4,1,1,2,N, , 2, 3,  1,0830,1330,032290,032490,     0.1,     0.0,  1636.340558,0,0, 13,CONTRA COSTA        
169,CA,CA, 6,94553, 4,1,1,5,N, , 1, 3, 22,0835,0835,011090,011290,     0.9,    82.4,  1329.584781,0,0, 13,CONTRA COSTA        
170,CA,CA, 6,94553, 4,1,1,3,N, , 1, 3, 65,1240,1806,021290,021590,     0.1,     0.0,  1329.584781,0,0, 13,CONTRA COSTA        
171,CA,CA, 6,94553, 4,2,0,1,N, , 2, 3,108,1800,1800,032590,032790,     0.6,   182.0,  1636.340558,0,0, 13,CONTRA COSTA        
172,CA,CA, 6,94556, 4,1,1,1,N, , 2, 3, 72,0900,0900,020290,020290,     0.7,   117.6,  1636.340558,0,0, 13,CONTRA COSTA        
173,CA,CA, 6,94556, 4,5,1,3,N, , 1, 3,107,0815,0815,032690,032890,     1.2,    92.5,  1329.584781,0,0, 13,CONTRA COSTA        
174,CA,CA, 6,94556, 4,1,1,1,N, , 4, 3,125,2000,2000,060690,060690,     0.4,     0.0,  1491.014109,0,0, 13,CONTRA COSTA        
