idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
20,AL,AL, 1,36527, 7,1,1,1, ,C, 0, 6, 32,2000,2245,030387,030387,     0.6,    30.1,   395.145068,0,0,  3,BALDWIN             
21,AL,AL, 1,36527, 7,1,1,2, ,C, 0, 6, 56,1000,1000,040487,041187,     0.7,    32.2,   458.517741,0,0,  3,BALDWIN             
22,AL,AL, 1,36530, 7,1,1,1, ,C, 0, 6, 16,1630,1635,022587,022787,     0.1,     0.0,   395.145068,0,0,  3,BALDWIN             
23,AL,AL, 1,36532, 7,1,1,3, ,C, 0, 6,  1,0830,0830,021887,022087,     1.0,    24.2,   376.809515,0,0,  3,BALDWIN             
24,AL,AL, 1,36532, 7,1,1,2, ,C, 0, 6, 16,0845,0825,022587,022787,     1.0,    24.1,   453.339921,0,0,  3,BALDWIN             
25,AL,AL, 1,36535, 7,1,1,2, ,C, 0, 6, 28,0800,0800,031687,031887,     8.5,     3.4,   576.036994,0,0,  3,BALDWIN             
26,AL,AL, 1,36535, 7,1,1,7, ,C, 0, 6, 60,0920,0950,051987,052187,     0.1,     0.0,   458.517741,0,0,  3,BALDWIN             
27,AL,AL, 1,36542, 7,1,2,3, ,C, 0, 6, 20,1900,1900,052987,053187,     0.1,     0.0,   376.809515,0,0,  3,BALDWIN             
28,AL,AL, 1,36542, 7,1,1,3, ,C, 0, 6, 65,1230,1235,050587,050587,     0.0,     0.0,   576.036994,0,0,  3,BALDWIN             
29,AL,AL, 1,36549, 7,1,1,1, ,C, 0, 6, 19,1130,1130,022287,022487,     0.6,    31.6,   458.517741,0,0,  3,BALDWIN             
30,AL,AL, 1,36549, 7,1,1,1, ,C, 0, 6, 31,1900,1900,030387,030387,     0.2,     0.0,   395.145068,0,0,  3,BALDWIN             
31,AL,AL, 1,36549, 7,1,1,1, , , 0, 6, 10,0900,0900,031987,032187,     0.3,     0.0,   453.339921,0,0,  3,BALDWIN             
32,AL,AL, 1,36549, 7,1,1,2, ,C, 0, 6, 21,1100,1100,032987,033187,     0.4,     0.0,   376.809515,0,0,  3,BALDWIN             
33,AL,AL, 1,36551, 7,1,1,1, ,C, 0, 6,  3,0600,0600,022387,022587,     0.2,     0.0,   576.036994,0,0,  3,BALDWIN             
34,AL,AL, 1,36551, 7,1,1,5, ,C, 0, 6, 47,0600,0600,031987,032187,     1.5,    13.2,   395.145068,0,0,  3,BALDWIN             
35,AL,AL, 1,36555, 7,1,1,3, ,C, 0, 6, 34,0730,0735,031287,031487,     0.2,     0.0,   395.145068,0,0,  3,BALDWIN             
36,AL,AL, 1,36561, 7,1,1,1, ,C, 0, 6, 58,1100,1000,050587,051187,     0.0,     0.0,   576.036994,0,0,  3,BALDWIN             
37,AL,AL, 1,36562, 7,1,1,1, ,C, 0, 6, 41,0510,0702,031987,032187,     0.3,     0.0,   576.036994,0,0,  3,BALDWIN             
38,AL,AL, 1,36567, 7,1,1,1, ,C, 0, 6, 53,0700,0800,041287,041487,     0.3,     0.0,   453.339921,0,0,  3,BALDWIN             
39,AL,AL, 1,36576, 7,1,1,1, ,C, 0, 6,  6,1856,2302,021987,022187,     2.0,    11.3,   576.036994,0,0,  3,BALDWIN             
40,AL,AL, 1,36580, 7,1,1,2, ,C, 0, 6, 10,1900,1900,040487,040487,     0.4,     0.0,   376.809515,0,0,  3,BALDWIN             
41,AL,AL, 1,36016, 8,1,1,3, ,C, 0, 5,  9,1200,1200,022587,022787,     0.6,    40.4,   208.038774,0,0,  5,BARBOUR             
42,AL,AL, 1,36017, 8,1,1,1, ,C, 0, 5, 13,0700,0700,022887,030387,     0.4,     0.0,   242.705989,0,0,  5,BARBOUR             
43,AL,AL, 1,36017, 8,1,1,3, ,C, 0, 5, 41,1100,1300,030387,030387,     0.4,     0.0,   242.705989,0,0,  5,BARBOUR             
44,AL,AL, 1,36027, 8,1,1,1, ,C, 0, 5,  8,1720,1720,022087,022287,     0.3,     0.0,   282.722030,0,0,  5,BARBOUR             
45,AL,AL, 1,36027, 8,1,1,1, ,C, 0, 5,  2,1900,1900,030387,031187,     0.7,    43.7,   242.705989,0,0,  5,BARBOUR             
46,AL,AL, 1,36027, 8,1,1,7, ,C, 0, 5, 33,1100,1100,031287,031487,     0.4,     0.0,   246.292340,0,0,  5,BARBOUR             
47,AL,AL, 1,36027, 8,1,1,3, ,C, 0, 5, 15,2000,1400,051987,052187,     0.1,     0.0,   246.292340,0,0,  5,BARBOUR             
48,AL,AL, 1,36027, 8,1,1,2, ,C, 0, 5, 57,0900,0900,040487,040487,     0.8,    19.2,   242.705989,0,0,  5,BARBOUR             
49,AL,AL, 1,36048, 8,1,1,1, ,C, 0, 5, 10,2030,2030,022487,022687,     0.0,     0.0,   208.038774,0,0,  5,BARBOUR             
50,AL,AL, 1,35034, 4,1,1,1, ,C, 0, 5, 59,0830,1930,052387,052787,     0.1,     0.0,   242.705989,0,0,  7,BIBB                
51,AL,AL, 1,35035, 4,0,9,0, , , 0, 5, 67,1230,1230,042687,042887,     0.5,     0.0,   242.705989,0,0,  7,BIBB                
52,AL,AL, 1,35042, 4,1,1,1, ,C, 0, 5,  1,0800,0800,022687,022887,     1.0,    20.2,   246.292340,0,0,  7,BIBB                
53,AL,AL, 1,35042, 4,1,1,1, ,C, 0, 5, 25,1845,1845,030387,030387,     0.5,    35.3,   282.722030,0,0,  7,BIBB                
54,AL,AL, 1,35042, 4,1,1,1, ,C, 0, 5, 64,0730,1000,050587,050587,     0.9,    21.1,   242.705989,0,0,  7,BIBB                
55,AL,AL, 1,35184, 4,1,1,1, ,C, 0, 5, 12,2100,2100,022587,022787,     0.4,     0.0,   282.722030,0,0,  7,BIBB                
56,AL,AL, 1,36792, 4,0,9,0, , , 0, 5, 58,2230,2230,041387,041587,     1.9,    17.5,   282.722030,0,0,  7,BIBB                
57,AL,AL, 1,35031, 3,1,0,7, ,C, 0, 3,  4,2100,2100,032187,032387,     1.3,    16.1,   306.732509,0,0,  9,BLOUNT              
58,AL,AL, 1,35031, 3,1,1,7, ,C, 0, 3, 36,1630,1630,032587,032787,     0.5,     0.0,   317.060543,0,0,  9,BLOUNT              
59,AL,AL, 1,35031, 3,1,0,2, ,C, 0, 3, 62,2100,2100,042687,042887,     1.9,    10.3,   325.506780,0,0,  9,BLOUNT              
60,AL,AL, 1,35049, 3,1,1,3, ,C, 0, 3, 51,0930,2200,033087,040487,     1.1,    14.2,   288.136219,0,0,  9,BLOUNT              
61,AL,AL, 1,35049, 3,1,0,7, ,C, 0, 3, 59,2200,2200,040487,041087,     1.3,    16.4,   306.732509,0,0,  9,BLOUNT              
62,AL,AL, 1,35079, 3,1,1,1, ,C, 0, 3, 37,0700,0800,031187,031387,     0.3,     0.0,   293.730155,0,0,  9,BLOUNT              
63,AL,AL, 1,35121, 3,1,1,1, ,C, 0, 3,  6,1445,1445,022587,022787,     0.2,     0.0,   288.136219,0,0,  9,BLOUNT              
64,AL,AL, 1,35121, 3,1,1,1, ,C, 0, 3, 15,1840,1840,031087,031287,     1.1,    22.7,   293.730155,0,0,  9,BLOUNT              
65,AL,AL, 1,35121, 3,1,1,1, ,C, 0, 3, 10,0915,0915,031987,032187,     0.7,    28.1,   306.732509,0,0,  9,BLOUNT              
66,AL,AL, 1,35121, 3,1,1,1, ,C, 0, 3, 25,0851,1944,040487,040487,     0.2,     0.0,   293.730155,0,0,  9,BLOUNT              
67,AL,AL, 1,35121, 3,2,1,2, ,C, 0, 3, 62,1700,1830,050587,050587,     1.3,    16.5,   317.060543,0,0,  9,BLOUNT              
68,AL,AL, 1,36053, 8,1,1,3, ,C, 0, 4, 55,1230,1230,041987,042187,     0.4,     0.0,   161.487220,0,0, 11,BULLOCK             
69,AL,AL, 1,36061, 8,1,1,1, ,C, 0, 4, 34,2030,2030,030387,030387,     0.4,     0.0,   161.407473,0,0, 11,BULLOCK             
70,AL,AL, 1,36089, 8,1,1,7, ,C, 0, 4,  5,0830,2030,022387,022587,     0.4,     0.0,   147.062436,0,0, 11,BULLOCK             
71,AL,AL, 1,36089, 8,1,1,1, ,C, 0, 4, 26,1915,2130,032687,032887,     0.2,     0.0,   161.487220,0,0, 11,BULLOCK             
72,AL,AL, 1,36089, 8,1,1,1, ,C, 0, 4, 47,1200,1200,033087,040487,     0.4,     0.0,   161.487220,1,0, 11,BULLOCK             
73,AL,AL, 1,36089, 8,0,9,7, ,C, 0, 4, 10,1700,1700,041687,041887,    -0.1,     0.0,   139.083086,0,0, 11,BULLOCK             
74,AL,AL, 1,36015, 8,1,1,2, ,C, 0, 5, 21,1600,1600,031187,031387,     1.4,    15.3,   282.722030,0,0, 13,BUTLER              
75,AL,AL, 1,36033, 8,1,1,2, ,C, 0, 5,  9,1230,1300,022487,022687,     0.2,     0.0,   242.705989,0,0, 13,BUTLER              
76,AL,AL, 1,36033, 8,1,1,1, ,C, 0, 5, 20,1100,1100,030387,030387,     0.0,     0.0,   208.038774,0,0, 13,BUTLER              
77,AL,AL, 1,36033, 8,1,2,3, , , 0, 5, 34,1600,1600,030387,030387,     0.1,     0.0,   242.705989,0,0, 13,BUTLER              
78,AL,AL, 1,36033, 8,1,1,1, , , 0, 5, 34,1800,1700,031787,031987,     0.3,     0.0,   246.292340,0,0, 13,BUTLER              
79,AL,AL, 1,36037, 8,1,1,2, ,C, 0, 5, 19,2200,2225,022287,022487,     0.6,    64.6,   208.038774,0,0, 13,BUTLER              
80,AL,AL, 1,36037, 8,1,1,2, ,C, 0, 5, 22,1550,1600,022487,022787,     0.3,     0.0,   208.038774,0,0, 13,BUTLER              
81,AL,AL, 1,36037, 8,1,1,1, ,C, 0, 5, 16,1030,1030,030387,031187,     2.0,     8.9,   246.292340,0,0, 13,BUTLER              
82,AL,AL, 1,36037, 8,1,1,2, ,C, 0, 5, 45,1700,1700,031187,031387,     0.4,     0.0,   242.705989,0,0, 13,BUTLER              
83,AL,AL, 1,36037, 8,1,1,2, ,C, 0, 5, 48,1730,1740,031387,031587,     0.9,    17.6,   242.705989,0,0, 13,BUTLER              
84,AL,AL, 1,36037, 8,1,1,3, ,C, 0, 5, 37,0800,0800,032387,032587,     0.2,     0.0,   246.292340,0,0, 13,BUTLER              
85,AL,AL, 1,36037, 8,1,1,2, ,C, 0, 5, 26,2000,2025,032387,032587,     0.2,     0.0,   246.292340,0,0, 13,BUTLER              
86,AL,AL, 1,36037, 8,1,1,1, ,C, 0, 5, 58,2000,2000,042787,042987,     0.2,     0.0,   242.705989,0,0, 13,BUTLER              
87,AL,AL, 1,36037, 8,1,1,3, ,C, 0, 5, 63,1730,1730,051287,051487,     0.8,    30.8,   242.705989,0,0, 13,BUTLER              
88,AL,AL, 1,36037, 8,1,1,2, ,C, 0, 5, 66,0630,1025,052187,052387,     2.5,    10.2,   246.292340,0,0, 13,BUTLER              
89,AL,AL, 1,36106, 8,1,1,2, ,C, 0, 5, 35,1000,1610,032287,032487,     0.8,    19.9,   208.038774,0,0, 13,BUTLER              
90,AL,AL, 1,36456, 8,1,1,2, ,C, 0, 5, 33,0800,0900,032787,032887,     0.3,     0.0,   242.705989,0,0, 13,BUTLER              
91,AL,AL, 1,36456, 8,1,1,1, ,C, 0, 5, 63,1700,1700,042687,042887,     0.7,    23.7,   208.038774,0,0, 13,BUTLER              
92,AL,AL, 1,36201, 6,1,0,7, ,C, 0, 7, 20,1250,1250,022487,022687,     1.5,    18.1,   964.609614,0,0, 15,CALHOUN             
93,AL,AL, 1,36201, 6,2,1,2, ,C, 0, 7, 33,0900,0900,022887,030387,     0.3,     0.0,   854.003297,1,0, 15,CALHOUN             
94,AL,AL, 1,36201, 6,1,1,1, ,C, 0, 7, 27,1700,1700,022787,030387,     1.5,    13.5,   854.003297,0,0, 15,CALHOUN             
95,AL,AL, 1,36201, 6,1,1,1, ,C, 0, 7, 28,0630,0630,030387,030387,     0.4,     0.0,   900.820682,0,0, 15,CALHOUN             
96,AL,AL, 1,36201, 6,1,1,3, ,C, 0, 7, 16,1100,1500,022887,030387,     1.2,    14.2,   867.100121,0,0, 15,CALHOUN             
97,AL,AL, 1,36201, 6,2,1,1, ,C, 0, 7, 13,2105,2135,031787,031987,     2.8,    10.1,  1027.690164,0,0, 15,CALHOUN             
98,AL,AL, 1,36201, 6,1,1,3, ,C, 0, 7, 39,1000,1010,032687,032887,     1.2,    19.4,  1027.690164,0,0, 15,CALHOUN             
99,AL,AL, 1,36201, 6,1,1,1, ,C, 0, 7, 61,1145,0800,042787,043087,     0.6,    21.9,  1027.690164,0,0, 15,CALHOUN             
100,AL,AL, 1,36201, 6,1,0,2, ,C, 0, 7, 66,1900,1930,051187,051387,     3.5,     6.1,   900.820682,0,0, 15,CALHOUN             
101,AL,AL, 1,36202, 6,1,1,1, ,C, 0, 7, 30,0825,0800,030387,031387,     0.6,    34.6,   867.100121,0,0, 15,CALHOUN             
102,AL,AL, 1,36203, 6,0,9,0, , , 0, 7, 29,0800,0900,032487,032687,     3.2,     6.2,   900.820682,0,0, 15,CALHOUN             
103,AL,AL, 1,36203, 6,1,0,4, ,C, 0, 7, 59,1800,1800,041987,042187,     5.5,     5.0,   964.609614,0,0, 15,CALHOUN             
104,AL,AL, 1,36206, 6,1,1,2, ,C, 0, 7, 13,0700,0700,030387,031187,     0.9,    28.1,   867.100121,1,0, 15,CALHOUN             
105,AL,AL, 1,36206, 6,1,1,2, ,C, 0, 7, 22,2030,2200,031387,031587,     1.6,    11.1,   964.609614,0,0, 15,CALHOUN             
106,AL,AL, 1,36206, 6,1,0,4, ,C, 0, 7, 28,0645,0730,031887,032087,     0.6,    37.2,   900.820682,0,0, 15,CALHOUN             
107,AL,AL, 1,36250, 6,1,1,1, ,C, 0, 7, 58,0900,0900,041887,042087,     1.6,    15.7,   867.100121,0,0, 15,CALHOUN             
108,AL,AL, 1,36265, 6,3,1,0, , , 0, 7, 19,0845,1540,050587,051487,     0.0,     0.0,   854.003297,0,0, 15,CALHOUN             
109,AL,AL, 1,36271, 6,1,0,4, ,C, 0, 7, 10,1000,1000,022787,030387,   180.0,     0.7,  1027.690164,0,0, 15,CALHOUN             
110,AL,AL, 1,36272, 6,1,1,3, ,C, 0, 7, 11,1630,1655,030387,031187,     1.1,    15.3,   900.820682,0,0, 15,CALHOUN             
111,AL,AL, 1,36272, 6,1,1,1, ,C, 0, 7, 27,0700,0700,030387,030387,     1.9,    11.9,   964.609614,0,0, 15,CALHOUN             
112,AL,AL, 1,36272, 6,1,1,1, ,C, 0, 7, 42,1550,1550,031487,031687,     0.9,    20.6,  1027.690164,0,0, 15,CALHOUN             
113,AL,AL, 1,36272, 6,1,1,1, ,C, 0, 7, 65,1930,1937,050587,050587,     1.8,    10.0,   900.820682,0,0, 15,CALHOUN             
114,AL,AL, 1,36277, 6,1,0,2, ,C, 0, 7, 46,0830,0900,031487,031687,     1.3,    12.9,  1027.690164,0,0, 15,CALHOUN             
115,AL,AL, 1,36852, 8,1,1,2, ,C, 0, 3,  8,1700,1930,032487,032687,     0.3,     0.0,   325.506780,0,0, 17,CHAMBERS            
116,AL,AL, 1,36854, 8,1,1,1, ,C, 0, 3, 21,1620,1620,041187,041387,     0.6,    29.9,   288.136219,0,0, 17,CHAMBERS            
117,AL,AL, 1,36862, 8,1,1,2, ,C, 0, 3, 19,1230,1230,022287,022487,     0.4,     0.0,   306.732509,0,0, 17,CHAMBERS            
118,AL,AL, 1,36862, 8,1,1,3, ,C, 0, 3, 38,1830,1830,031887,032087,     0.4,     0.0,   325.506780,0,0, 17,CHAMBERS            
119,AL,AL, 1,36862, 8,1,1,7, ,C, 0, 3, 53,0730,0730,033087,040487,     0.2,     0.0,   317.060543,0,0, 17,CHAMBERS            
120,AL,AL, 1,36863, 8,1,1,1, ,C, 0, 3, 16,1400,1400,031187,031387,     0.1,     0.0,   317.060543,0,0, 17,CHAMBERS            
121,AL,AL, 1,36863, 8,1,0,4, ,C, 0, 3, 48,2255,2257,032087,032287,     1.4,    13.6,   325.506780,0,0, 17,CHAMBERS            
122,AL,AL, 1,36863, 8,1,1,2, ,C, 0, 3, 44,0700,0700,032587,032787,     0.3,     0.0,   306.732509,0,0, 17,CHAMBERS            
123,AL,AL, 1,36863, 8,1,1,3, ,C, 0, 3, 59,0900,1100,042887,043087,     0.3,     0.0,   288.136219,0,0, 17,CHAMBERS            
124,AL,AL, 1,35959, 3,1,1,7, ,C, 0, 2, 18,1730,1730,032587,032787,     0.5,    44.7,   243.243284,0,0, 19,CHEROKEE            
125,AL,AL, 1,35045, 6,1,1,3, ,C, 0, 3, 22,1445,1700,031187,031387,     0.2,     0.0,   317.060543,1,0, 21,CHILTON             
126,AL,AL, 1,35045, 6,1,1,1, ,C, 0, 3, 38,0900,1000,031487,031687,     1.3,    12.6,   325.506780,0,0, 21,CHILTON             
127,AL,AL, 1,35045, 6,2,1,1, ,C, 0, 3, 27,0900,0900,031987,032187,     0.4,     0.0,   325.506780,0,0, 21,CHILTON             
128,AL,AL, 1,35045, 6,1,1,3, ,C, 0, 3, 54,0900,0900,040487,040487,     0.8,    22.6,   293.730155,0,0, 21,CHILTON             
129,AL,AL, 1,35085, 6,1,1,5, ,C, 0, 3, 66,2020,2040,042587,042787,     0.4,     0.0,   325.506780,0,0, 21,CHILTON             
130,AL,AL, 1,35085, 6,1,1,3, ,C, 0, 3, 53,0730,0730,060687,060687,     0.5,     0.0,   288.136219,0,0, 21,CHILTON             
131,AL,AL, 1,35171, 6,1,1,3, ,C, 0, 3, 52,0820,1020,033187,040487,     0.5,    43.9,   293.730155,0,0, 21,CHILTON             
132,AL,AL, 1,36750, 6,1,1,2, ,C, 0, 3, 22,1530,1800,031387,031687,     1.2,    14.9,   306.732509,0,0, 21,CHILTON             
133,AL,AL, 1,36792, 6,1,1,1, ,C, 0, 3, 29,1305,1305,030387,030387,     0.4,     0.0,   306.732509,0,0, 21,CHILTON             
134,AL,AL, 1,36904, 7,1,0,4, ,C, 0, 4,  3,1145,1155,022187,022387,     0.5,     0.0,   188.134520,0,0, 23,CHOCTAW             
135,AL,AL, 1,36904, 7,1,1,7, ,C, 0, 4, 35,0920,1035,030387,030387,     0.9,    21.0,   161.407473,0,0, 23,CHOCTAW             
136,AL,AL, 1,36904, 7,1,1,2, ,C, 0, 4, 37,1700,1800,030387,031187,     0.5,     0.0,   188.134520,1,0, 23,CHOCTAW             
137,AL,AL, 1,36904, 7,1,1,2, ,C, 0, 4, 51,1330,1435,032787,032987,     0.8,    22.2,   147.062436,0,0, 23,CHOCTAW             
138,AL,AL, 1,36904, 7,2,1,1, ,C, 0, 4, 50,0700,0800,040487,041187,     1.7,    14.0,   161.407473,0,0, 23,CHOCTAW             
139,AL,AL, 1,36904, 7,1,1,0, ,C, 0, 4, 39,1700,1700,040487,040487,     0.2,     0.0,   139.083086,0,0, 23,CHOCTAW             
140,AL,AL, 1,36904, 7,1,1,1, ,C, 0, 4, 60,1900,1900,041887,042087,     0.7,    26.3,   161.487220,0,0, 23,CHOCTAW             
141,AL,AL, 1,36908, 7,1,1,2, ,C, 0, 4,  5,1800,1930,022587,022787,     1.1,    23.3,   188.134520,0,0, 23,CHOCTAW             
142,AL,AL, 1,36908, 7,1,1,1, ,C, 0, 4, 52,1845,1945,040487,040487,     0.2,     0.0,   139.083086,0,0, 23,CHOCTAW             
143,AL,AL, 1,36908, 7,1,1,3, ,C, 0, 4, 62,1900,1930,042087,042287,     0.4,     0.0,   147.062436,0,0, 23,CHOCTAW             
144,AL,AL, 1,36916, 7,1,1,1, ,C, 0, 4, 33,1830,1830,031787,031987,     0.0,     0.0,   161.487220,0,0, 23,CHOCTAW             
145,AL,AL, 1,36919, 7,1,1,3, ,C, 0, 4,  1,0720,0820,022587,022787,     0.2,     0.0,   147.062436,0,0, 23,CHOCTAW             
146,AL,AL, 1,36919, 7,1,1,1, , , 0, 4, 58,0830,0830,052487,052687,     0.3,     0.0,   139.083086,0,0, 23,CHOCTAW             
147,AL,AL, 1,36919, 7,1,1,2, ,C, 0, 4, 43,1700,1700,052787,052987,     0.3,     0.0,   161.487220,0,0, 23,CHOCTAW             
148,AL,AL, 1,36921, 7,1,1,3, ,C, 0, 4,  8,0730,0745,030387,030387,     0.6,    34.2,   139.083086,0,0, 23,CHOCTAW             
149,AL,AL, 1,36451, 7,1,1,1, ,C, 0, 5, 49,1600,1600,032287,032487,     0.3,     0.0,   208.038774,0,0, 25,CLARKE              
150,AL,AL, 1,36451, 7,1,1,1, ,C, 0, 5, 36,0900,0930,032587,032787,     0.5,    41.5,   208.038774,0,0, 25,CLARKE              
151,AL,AL, 1,36451, 7,1,1,3, ,C, 0, 5, 42,2200,2200,052287,052487,     2.9,    34.3,   282.722030,0,0, 25,CLARKE              
152,AL,AL, 1,36482, 7,2,1,1, ,C, 0, 5, 18,1030,1030,032987,033187,     0.1,     0.0,   208.038774,0,0, 25,CLARKE              
153,AL,AL, 1,36545, 7,1,1,1, ,C, 0, 5,  6,1700,1706,021787,021987,     0.5,     0.0,   242.705989,0,0, 25,CLARKE              
154,AL,AL, 1,36545, 7,1,1,1, ,C, 0, 5,  7,2300,2300,040487,040487,     0.3,     0.0,   246.292340,0,0, 25,CLARKE              
155,AL,AL, 1,36570, 7,1,1,3, ,C, 0, 5, 41,0800,0800,031487,031687,     0.3,     0.0,   242.705989,0,0, 25,CLARKE              
156,AL,AL, 1,36784, 7,1,1,3, ,C, 0, 5, 32,0830,0830,030387,030387,     0.4,     0.0,   242.705989,0,0, 25,CLARKE              
157,AL,AL, 1,35072, 6,1,0,4, ,C, 0, 1, 11,1930,2000,022187,022387,     8.2,     3.7,   211.751065,1,0, 27,CLAY                
158,AL,AL, 1,35082, 6,1,1,1, ,C, 0, 1,  8,0704,0801,041587,041787,     0.3,     0.0,   162.102332,0,0, 27,CLAY                
159,AL,AL, 1,36251, 6,1,0,4, ,C, 0, 1, 21,1700,2000,030387,030387,     1.4,    13.9,   162.102332,0,0, 27,CLAY                
160,AL,AL, 1,36251, 6,1,1,2, ,C, 0, 1, 46,0645,0645,031487,031687,     0.7,    20.6,   245.710667,0,0, 27,CLAY                
161,AL,AL, 1,36251, 6,1,0,4, ,C, 0, 1, 14,1700,0600,042687,042987,     2.6,     8.2,   171.220588,0,0, 27,CLAY                
162,AL,AL, 1,36251, 6,1,1,1, ,C, 0, 1, 50,0830,0830,040487,040487,     1.1,    14.2,   245.710667,0,0, 27,CLAY                
163,AL,AL, 1,36251, 6,1,1,3, ,C, 0, 1, 27,1000,1000,051687,051887,     0.1,     0.0,   211.751065,0,0, 27,CLAY                
164,AL,AL, 1,36266, 6,1,0,4, ,C, 0, 1, 12,0800,0800,022587,022787,     2.1,    11.8,   162.102332,0,0, 27,CLAY                
165,AL,AL, 1,36266, 6,1,0,1, ,C, 0, 1, 14,1700,1700,022587,022787,     1.4,    15.8,   162.102332,0,0, 27,CLAY                
166,AL,AL, 1,36266, 6,1,1,2, ,C, 0, 1, 33,1015,1018,030387,030387,     0.4,     0.0,   171.220588,0,0, 27,CLAY                
167,AL,AL, 1,36266, 6,1,0,7, ,C, 0, 1, 55,1515,1730,040487,040487,     0.8,    21.5,   171.220588,0,0, 27,CLAY                
168,AL,AL, 1,36264, 6,1,1,1, ,C, 0, 2,  1,1500,1500,021787,021987,     4.0,     8.1,   240.570280,0,0, 29,CLEBURNE            
169,AL,AL, 1,36264, 6,1,1,1, ,C, 0, 2, 28,1515,0853,022587,022887,     1.0,    21.4,   636.174742,0,0, 29,CLEBURNE            
170,AL,AL, 1,36264, 6,1,1,1, ,C, 0, 2, 35,1710,1720,022787,030387,     8.2,     3.7,   392.931458,0,0, 29,CLEBURNE            
171,AL,AL, 1,36264, 6,1,1,1, ,C, 0, 2, 16,1015,1015,022887,030387,     0.7,    24.2,   481.140561,0,0, 29,CLEBURNE            
172,AL,AL, 1,36264, 6,1,9,1, ,C, 0, 2, 54,1020,2230,041387,041587,     0.7,    24.2,   243.243284,0,0, 29,CLEBURNE            
173,AL,AL, 1,36264, 6,1,1,1, ,C, 0, 2, 66,1705,1725,060687,061087,     2.2,     9.6,   240.570280,0,0, 29,CLEBURNE            
174,AL,AL, 1,36323, 8,1,1,3, ,C, 0, 6,  2,1745,1745,021687,021887,     0.7,    25.1,   458.517741,0,0, 31,COFFEE              
175,AL,AL, 1,36323, 8,1,1,1, ,C, 0, 6, 10,0800,0800,030387,030387,     0.5,     0.0,   395.145068,0,0, 31,COFFEE              
