idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
15,AR,AR, 5,71646, 4,1,1,1,N, , 4, 2, 48,2030,2030,012991,020291,     2.0,    21.8,   293.458218,0,0,  3,ASHLEY              
16,AR,AR, 5,71647, 4,5,1,1,N, , 2, 2, 86,1045,1230,021091,021791,    -0.1,     0.0,   282.037507,0,0,  3,ASHLEY              
17,AR,AR, 5,71676, 4,1,1,1,N, , 1, 2, 65,0700,0700,020291,020291,     1.0,    24.6,   258.788573,0,0,  3,ASHLEY              
18,AR,AR, 5,72537, 1,1,1,3,N, , 5, 2, 59,1740,1800,012591,020291,     2.7,    24.2,   298.208860,0,0,  5,BAXTER              
19,AR,AR, 5,72544, 1,1,1,3,N, , 4, 2, 62,1000,1000,013091,020291,     0.2,   208.8,   293.458218,0,0,  5,BAXTER              
20,AR,AR, 5,72626, 1,1,0,4,Y, , 4, 2, 74,1513,0705,013091,020291,     2.1,    14.6,   293.458218,0,0,  5,BAXTER              
21,AR,AR, 5,72635, 1,1,1,3,N, , 5, 2, 10,1300,1500,030391,030391,     4.2,    10.6,   298.208860,0,0,  5,BAXTER              
22,AR,AR, 5,72642, 1,5,1,1,N, , 1, 2, 31,1800,1805,011791,012491,     0.7,    51.3,   258.788573,0,0,  5,BAXTER              
23,AR,AR, 5,72642, 1,5,1,3,N, , 3, 2, 37,1200,1200,012691,020291,     4.2,    12.5,   257.192501,0,0,  5,BAXTER              
24,AR,AR, 5,72642, 1,1,1,1,N, , 4, 2, 47,0900,0900,012491,020291,     0.6,    56.1,   293.458218,0,0,  5,BAXTER              
25,AR,AR, 5,72642, 1,1,0,2,Y, , 4, 2, 71,1500,1430,013091,020291,    13.2,     5.4,   293.458218,0,0,  5,BAXTER              
26,AR,AR, 5,72642, 1,1,0,4,Y, , 2, 2, 58,0730,0730,020291,021191,     4.1,     8.4,   282.037507,0,0,  5,BAXTER              
27,AR,AR, 5,72651, 1,5,1,1,N, , 3, 2, 67,1330,1330,013191,020291,     0.9,    42.8,   257.192501,0,0,  5,BAXTER              
28,AR,AR, 5,72653, 1,1,1,2,N, , 2, 2, 24,1300,1300,011591,012291,     1.1,    50.2,   282.037507,0,0,  5,BAXTER              
29,AR,AR, 5,72653, 1,1,0,2,Y, , 5, 2, 31,1150,1201,011891,012591,     3.0,    12.6,   298.208860,0,0,  5,BAXTER              
30,AR,AR, 5,72653, 1,1,1,1,N, , 1, 2, 33,0515,0515,011891,012591,     1.2,    29.7,   258.788573,0,0,  5,BAXTER              
31,AR,AR, 5,72653, 1,1,1,1,N, , 3, 2, 37,1115,1115,012391,013091,     5.8,     8.8,   257.192501,0,0,  5,BAXTER              
32,AR,AR, 5,72653, 1,1,1,1,N, , 4, 2, 40,1330,1330,012091,012691,     4.1,    10.9,   293.458218,0,0,  5,BAXTER              
33,AR,AR, 5,72653, 1,1,1,3,N, , 4, 2, 49,2000,2000,012391,013091,     1.1,    34.2,   293.458218,0,0,  5,BAXTER              
34,AR,AR, 5,72653, 1,1,1,2,N, , 5, 2, 45,1700,1700,012391,013091,     0.1,   627.2,   298.208860,0,0,  5,BAXTER              
35,AR,AR, 5,72653, 1,1,1,3,N, , 2, 2, 48,1400,1415,021691,022391,     0.6,    51.6,   282.037507,0,0,  5,BAXTER              
36,AR,AR, 5,72653, 1,1,1,3,N, , 1, 2, 46,1100,1100,012691,020291,     9.8,     7.8,   258.788573,0,0,  5,BAXTER              
37,AR,AR, 5,72653, 1,1,1,1,N, , 3, 2, 29,1820,1820,020291,021291,     0.9,    35.5,   257.192501,0,0,  5,BAXTER              
38,AR,AR, 5,72653, 1,1,1,3,N, , 5, 2, 62,2100,2100,013091,020291,     6.2,     8.6,   298.208860,0,0,  5,BAXTER              
39,AR,AR, 5,72653, 1,1,1,1,N, , 1, 2, 68,1415,1540,021091,021791,     1.2,    45.6,   258.788573,0,0,  5,BAXTER              
40,AR,AR, 5,72653, 1,1,1,1,N, , 1, 2, 73,1800,1800,013191,020291,     2.7,    14.8,   258.788573,0,0,  5,BAXTER              
41,AR,AR, 5,72653, 1,1,1,3,N, , 4, 2, 67,0900,0900,020291,021391,    15.7,     3.3,   293.458218,0,0,  5,BAXTER              
42,AR,AR, 5,72653, 1,1,1,2,N, , 4, 2, 77,1830,1835,022391,030391,     0.7,    48.0,   293.458218,0,0,  5,BAXTER              
43,AR,AR, 5,72653, 1,1,1,3,N, , 3, 2, 83,1030,1215,021591,022291,     2.1,    18.2,   257.192501,0,0,  5,BAXTER              
44,AR,AR, 5,72653, 1,1,1,1,N, , 4, 2, 85,0700,0800,020291,021491,     0.2,   181.0,   293.458218,0,0,  5,BAXTER              
45,AR,AR, 5,72653, 1,0,9,0, , , 2, 2, 87,1445,1445,020291,021691,     0.0,     0.0,   282.037507,0,0,  5,BAXTER              
46,AR,AR, 5,72653, 1,1,1,3,N, , 3, 2, 86,0740,0740,021391,022091,     1.9,    19.6,   257.192501,0,0,  5,BAXTER              
47,AR,AR, 5,72653, 1,1,1,2,N, , 2, 2, 88,1730,1730,021691,022391,     1.6,    23.6,   282.037507,0,0,  5,BAXTER              
48,AR,AR, 5,72653, 1,1,0,4,Y, , 1, 2,  1,1100,2000,022691,030391,     0.9,    37.7,   258.788573,0,0,  5,BAXTER              
49,AR,AR, 5,72653, 1,1,1,3,N, , 1, 2,  2,2015,2015,030391,031191,     0.7,    45.0,   258.788573,0,0,  5,BAXTER              
50,AR,AR, 5,72658, 1,1,1,3,N, , 4, 2,  2,1630,0930,022891,030391,     0.2,   201.7,   293.458218,0,0,  5,BAXTER              
51,AR,AR, 5,72711, 1,1,1,1,N, , 2, 2, 35,0920,0840,012291,012991,     1.4,    19.6,   282.037507,0,0,  7,BENTON              
52,AR,AR, 5,72712, 1,1,1,3,N, , 1, 2, 24,2000,2010,011591,012291,     0.1,   202.6,   258.788573,0,0,  7,BENTON              
53,AR,AR, 5,72712, 1,1,1,1,N, , 3, 2, 56,2215,2215,012591,020291,     1.3,    30.3,   257.192501,0,0,  7,BENTON              
54,AR,AR, 5,72712, 1,1,1,7,N, , 3, 2, 74,1835,1725,013091,020291,    11.3,     5.1,   257.192501,0,0,  7,BENTON              
55,AR,AR, 5,72712, 1,0,9,0, , , 1, 2, 83,1200,1200,021291,021991,     0.0,     0.0,   258.788573,0,0,  7,BENTON              
56,AR,AR, 5,72712, 1,1,1,3,N, , 2, 2, 83,1700,1700,021091,021791,    24.2,     7.6,   282.037507,0,0,  7,BENTON              
57,AR,AR, 5,72712, 1,0,9,0, , , 1, 2, 78,0900,1500,021191,021891,     0.5,   130.0,   258.788573,0,0,  7,BENTON              
58,AR,AR, 5,72712, 1,1,1,1,N, , 4, 2, 88,0900,0900,021191,021991,     0.4,    60.8,   293.458218,0,0,  7,BENTON              
59,AR,AR, 5,72712, 1,1,1,2,N, , 4, 2, 75,1100,1300,021291,021991,     1.5,    19.1,   293.458218,0,0,  7,BENTON              
60,AR,AR, 5,72712, 1,1,1,2,N, , 2, 2,  4,1900,0700,030391,031291,     0.9,    31.8,   282.037507,0,0,  7,BENTON              
61,AR,AR, 5,72714, 1,1,1,2,Y, , 2, 2, 33,1700,1700,030391,031191,    22.4,     2.8,   282.037507,2,0,  7,BENTON              
62,AR,AR, 5,72714, 1,1,0,2,Y, , 5, 2, 34,0900,0900,011991,012891,     2.4,    10.8,   298.208860,0,0,  7,BENTON              
63,AR,AR, 5,72714, 1,1,0,3,Y, , 3, 2, 46,1100,1100,012891,020291,     2.0,    14.7,   257.192501,0,0,  7,BENTON              
64,AR,AR, 5,72714, 1,2,1,2,N, , 1, 2, 45,1740,1740,012391,013091,     1.1,    38.9,   258.788573,0,0,  7,BENTON              
65,AR,AR, 5,72714, 1,1,1,3,N, , 4, 2, 60,1600,1600,012591,020291,     2.9,    17.7,   293.458218,0,0,  7,BENTON              
66,AR,AR, 5,72714, 1,1,1,1,N, , 1, 2, 53,1055,1500,012691,020291,     1.0,    32.6,   258.788573,0,0,  7,BENTON              
67,AR,AR, 5,72714, 1,1,1,3,N, , 2, 2, 84,1530,1530,020291,021491,     2.0,    19.4,   282.037507,0,0,  7,BENTON              
68,AR,AR, 5,72714, 1,1,1,2,N, , 4, 2, 86,0900,0900,020291,021491,     1.1,    30.0,   293.458218,0,0,  7,BENTON              
69,AR,AR, 5,72714, 1,1,0,4,Y, , 4, 2, 88,1300,1300,021291,021991,    20.6,     3.6,   293.458218,0,0,  7,BENTON              
70,AR,AR, 5,72714, 1,1,1,3,N, , 4, 2,  7,1430,0730,022691,030391,     1.2,    24.8,   293.458218,0,0,  7,BENTON              
71,AR,AR, 5,72714, 1,1,1,1,Y, , 5, 2,  2,0830,0930,030391,031191,     3.2,     9.2,   298.208860,0,0,  7,BENTON              
72,AR,AR, 5,72714, 1,1,1,1,Y, , 1, 2,  5,1500,1510,030391,031391,     1.4,    22.3,   258.788573,0,0,  7,BENTON              
73,AR,AR, 5,72719, 1,1,1,1,N, , 4, 2, 41,1345,0800,012991,020291,     0.5,    49.5,   293.458218,0,0,  7,BENTON              
74,AR,AR, 5,72722, 1,1,1,3,N, , 2, 2, 36,0630,0630,011891,012591,     1.3,    23.3,   282.037507,0,0,  7,BENTON              
75,AR,AR, 5,72722, 1,1,1,3,N, , 1, 2, 22,1515,1130,012791,020291,     0.6,    55.6,   258.788573,0,0,  7,BENTON              
76,AR,AR, 5,72722, 1,1,1,3,N, , 4, 2, 37,1100,1330,012891,020291,     1.7,    17.1,   293.458218,0,0,  7,BENTON              
77,AR,AR, 5,72732, 1,1,1,2,N, , 1, 2, 70,1100,1100,013091,020291,     1.2,    39.6,   258.788573,0,0,  7,BENTON              
78,AR,AR, 5,72734, 1,1,1,1,N, , 4, 2, 26,1645,1745,011591,012391,     1.0,    45.6,   293.458218,0,0,  7,BENTON              
79,AR,AR, 5,72734, 1,1,1,1,N, , 1, 2, 41,1330,1330,012091,012791,     1.7,    20.4,   258.788573,0,0,  7,BENTON              
80,AR,AR, 5,72734, 1,1,1,5,N, , 1, 2, 46,1300,1330,031791,032491,     1.5,    22.9,   258.788573,2,0,  7,BENTON              
81,AR,AR, 5,72734, 1,2,1,1,N, , 2, 2, 56,1445,1615,012591,020291,     0.7,    60.8,   282.037507,0,0,  7,BENTON              
82,AR,AR, 5,72734, 1,1,1,1,N, , 1, 2, 82,1300,1300,020291,020291,     6.5,     5.9,   258.788573,0,0,  7,BENTON              
83,AR,AR, 5,72734, 1,1,3,3,N, , 4, 2, 10,1030,1100,041391,042191,     0.2,   127.4,   293.458218,0,0,  7,BENTON              
84,AR,AR, 5,72736, 1,1,0,2,Y, , 1, 2,  7,0800,1015,032591,040491,     0.8,    30.8,   258.788573,0,0,  7,BENTON              
85,AR,AR, 5,72739, 1,1,1,1,N, , 1, 2, 67,0700,0700,013191,020291,     1.0,    38.5,   258.788573,0,0,  7,BENTON              
86,AR,AR, 5,72745, 1,1,0,2,Y, , 2, 2, 38,1400,1400,011991,012591,     4.2,     9.6,   282.037507,0,0,  7,BENTON              
87,AR,AR, 5,72745, 1,1,1,7,N, , 1, 2, 63,1600,1700,013091,020291,     1.4,    18.7,   258.788573,0,0,  7,BENTON              
88,AR,AR, 5,72745, 1,1,1,1,N, , 3, 2, 75,1130,1130,013191,020291,     3.6,    12.9,   257.192501,0,0,  7,BENTON              
89,AR,AR, 5,72751, 1,1,1,1,N, , 4, 2, 58,1400,1400,012791,020291,     1.9,    16.9,   293.458218,0,0,  7,BENTON              
90,AR,AR, 5,72756, 1,1,1,3,N, , 5, 2, 23,1500,1500,011991,012691,     1.5,    24.8,   298.208860,0,0,  7,BENTON              
91,AR,AR, 5,72756, 1,1,1,2,N, , 5, 2, 24,1530,2000,012591,020291,     0.9,    39.3,   298.208860,0,0,  7,BENTON              
92,AR,AR, 5,72756, 1,1,1,1,N, , 4, 2, 31,1400,1444,012391,013091,     1.3,    35.4,   293.458218,0,0,  7,BENTON              
93,AR,AR, 5,72756, 1,1,0,1,Y, , 5, 2, 32,1300,0400,011691,012491,     9.6,     5.9,   298.208860,0,0,  7,BENTON              
94,AR,AR, 5,72756, 1,1,1,1,N, , 1, 2, 29,1300,1300,011991,012691,     2.0,    20.2,   258.788573,0,0,  7,BENTON              
95,AR,AR, 5,72756, 1,1,1,3,N, , 2, 2, 39,1415,1415,012391,013091,     0.4,   108.5,   282.037507,0,0,  7,BENTON              
96,AR,AR, 5,72756, 1,1,0,4,Y, , 2, 2, 40,0600,0600,012191,012891,     6.1,     6.3,   282.037507,0,0,  7,BENTON              
97,AR,AR, 5,72756, 1,1,1,3,N, , 3, 2, 49,0800,0800,012491,013191,     9.9,     5.7,   257.192501,0,0,  7,BENTON              
98,AR,AR, 5,72756, 1,1,1,3,N, , 3, 2, 46,1800,1800,012391,013091,     1.2,    35.1,   257.192501,0,0,  7,BENTON              
99,AR,AR, 5,72756, 1,1,1,3,N, , 4, 2, 51,1430,1435,012591,020291,     1.1,    28.5,   293.458218,0,0,  7,BENTON              
100,AR,AR, 5,72756, 1,1,0,7,Y, , 2, 2, 44,1620,1626,012591,020291,     0.8,    62.8,   282.037507,0,0,  7,BENTON              
101,AR,AR, 5,72756, 1,1,1,1,N, , 2, 2, 54,1005,1005,012691,020291,     1.0,    32.6,   282.037507,0,0,  7,BENTON              
102,AR,AR, 5,72756, 1,1,1,1,N, , 1, 2, 59,0800,0900,012791,020291,     6.5,     6.2,   258.788573,0,0,  7,BENTON              
103,AR,AR, 5,72756, 1,1,3,1,N, , 5, 2, 58,1430,1430,012691,020291,     4.2,    10.9,   298.208860,0,0,  7,BENTON              
104,AR,AR, 5,72756, 1,1,1,2,N, , 3, 2, 56,0945,0949,020291,021291,     5.2,     6.9,   257.192501,0,0,  7,BENTON              
105,AR,AR, 5,72756, 1,1,1,3,N, , 3, 2, 59,1230,1200,012891,020291,     0.3,   328.9,   257.192501,0,0,  7,BENTON              
106,AR,AR, 5,72756, 1,1,1,1,N, , 2, 2, 65,1900,1900,012991,020291,     6.8,     6.1,   282.037507,0,0,  7,BENTON              
107,AR,AR, 5,72756, 1,1,0,1,Y, , 2, 2, 66,1000,1000,013191,020291,     4.1,    11.0,   282.037507,0,0,  7,BENTON              
108,AR,AR, 5,72756, 1,1,1,1,N, , 1, 2, 68,2100,2300,013191,020291,     0.4,    94.4,   258.788573,0,0,  7,BENTON              
109,AR,AR, 5,72756, 1,1,1,1,N, , 1, 2, 71,1500,1500,013091,020291,     2.3,    20.7,   258.788573,0,0,  7,BENTON              
110,AR,AR, 5,72756, 1,1,1,1,N, , 2, 2, 76,1000,1000,020291,020291,     2.2,    13.5,   282.037507,0,0,  7,BENTON              
111,AR,AR, 5,72756, 1,1,1,1,N, , 2, 2, 77,0800,0800,020291,020291,     1.5,    19.7,   282.037507,0,0,  7,BENTON              
112,AR,AR, 5,72756, 1,1,1,3,N, , 3, 2, 79,1200,1200,020291,020291,     0.6,    48.0,   257.192501,0,0,  7,BENTON              
113,AR,AR, 5,72756, 1,1,1,2,N, , 2, 2, 63,1500,2200,020291,020291,     3.7,    12.9,   282.037507,0,0,  7,BENTON              
114,AR,AR, 5,72756, 1,1,1,3,N, , 3, 2, 81,1130,1130,020291,021291,     1.7,    17.4,   257.192501,0,0,  7,BENTON              
115,AR,AR, 5,72756, 1,1,1,1,N, , 1, 2, 84,1330,1330,020291,021291,     0.9,    30.3,   258.788573,0,0,  7,BENTON              
116,AR,AR, 5,72756, 1,1,1,7,N, , 5, 2, 86,2030,2030,020291,021391,     3.3,    14.5,   298.208860,0,0,  7,BENTON              
117,AR,AR, 5,72756, 1,1,1,3,N, , 5, 2, 86,0900,0900,020291,021591,     7.7,     8.1,   298.208860,0,0,  7,BENTON              
118,AR,AR, 5,72756, 1,1,1,2,N, , 3, 2,  1,0614,0615,022591,030391,     0.8,    37.3,   257.192501,0,0,  7,BENTON              
119,AR,AR, 5,72756, 1,1,1,7,N, , 5, 2,  2,1400,1430,022691,030391,     1.5,    21.0,   298.208860,0,0,  7,BENTON              
120,AR,AR, 5,72756, 1,1,1,3,N, , 1, 2, 10,0900,0900,031591,032291,     0.9,    30.0,   258.788573,0,0,  7,BENTON              
121,AR,AR, 5,72756, 1,1,1,2,N, , 5, 2, 10,0600,0613,030391,031191,     1.2,    24.8,   298.208860,0,0,  7,BENTON              
122,AR,AR, 5,72761, 1,1,1,3,N, , 3, 2, 26,1230,1210,011491,012191,     1.9,    13.6,   257.192501,0,0,  7,BENTON              
123,AR,AR, 5,72761, 1,1,1,0,N, , 2, 2, 25,0957,0700,011491,012091,     8.0,    13.0,   282.037507,0,0,  7,BENTON              
124,AR,AR, 5,72761, 1,1,1,1,N, , 4, 2, 36,0900,0900,011991,012691,     1.0,    26.7,   293.458218,0,0,  7,BENTON              
125,AR,AR, 5,72761, 1,1,1,1,N, , 3, 2, 77,1230,1230,020291,020291,     0.9,    28.8,   257.192501,0,0,  7,BENTON              
126,AR,AR, 5,72761, 1,1,1,3,N, , 5, 2, 83,1200,1300,020291,021291,     1.0,    25.8,   298.208860,0,0,  7,BENTON              
127,AR,AR, 5,72761, 1,1,1,3,N, , 2, 2, 67,1100,1100,020291,021291,     1.6,    22.6,   282.037507,0,0,  7,BENTON              
128,AR,AR, 5,72761, 1,0,9,0, , , 1, 2, 85,1100,1045,020291,021691,     0.8,    55.2,   258.788573,0,0,  7,BENTON              
129,AR,AR, 5,72761, 1,2,1,3,N, , 2, 2, 89,1753,2100,021991,022691,     0.7,    44.8,   282.037507,0,0,  7,BENTON              
130,AR,AR, 5,72768, 1,1,1,1,N, , 5, 2, 51,1000,1000,012691,020291,     1.0,    31.2,   298.208860,0,0,  7,BENTON              
131,AR,AR, 5,72601, 1,1,1,3,Y, , 3, 2, 25,1430,1435,011591,012291,     1.9,    31.6,   257.192501,0,0,  9,BOONE               
132,AR,AR, 5,72601, 1,1,1,1,N, , 2, 2, 31,0930,1030,011891,012591,     1.9,    18.3,   282.037507,0,0,  9,BOONE               
133,AR,AR, 5,72601, 1,1,1,1,N, , 2, 2, 45,0830,0830,012491,013191,     2.9,    16.1,   282.037507,0,0,  9,BOONE               
134,AR,AR, 5,72601, 1,1,1,1,N, , 1, 2, 44,1230,1230,012491,013191,     2.2,    18.3,   258.788573,0,0,  9,BOONE               
135,AR,AR, 5,72601, 1,1,1,3,N, , 4, 2, 46,1117,1120,012891,020291,     2.8,    12.7,   293.458218,0,0,  9,BOONE               
136,AR,AR, 5,72601, 1,1,0,4,Y, , 2, 2, 53,0830,0830,012791,020291,     1.4,    30.3,   282.037507,0,0,  9,BOONE               
137,AR,AR, 5,72601, 1,1,1,3,N, , 2, 2, 62,2040,2155,012991,020291,     4.9,     8.1,   282.037507,0,0,  9,BOONE               
138,AR,AR, 5,72601, 1,1,1,1,N, , 2, 2, 67,1700,1645,013091,020291,     2.2,    16.0,   282.037507,0,0,  9,BOONE               
139,AR,AR, 5,72601, 1,0,9,0, , , 1, 2, 75,1300,1300,013191,020291,    11.3,     4.7,   258.788573,0,0,  9,BOONE               
140,AR,AR, 5,72601, 1,0,9,0, , , 5, 2, 82,1200,1200,021891,022491,    12.6,     4.3,   298.208860,0,0,  9,BOONE               
141,AR,AR, 5,72601, 1,2,0,4,Y, , 3, 2, 83,1600,1545,021291,021991,     2.3,    17.5,   257.192501,0,0,  9,BOONE               
142,AR,AR, 5,72601, 1,1,1,1,N, , 3, 2, 85,1900,1800,020291,021691,     2.5,    26.0,   257.192501,0,0,  9,BOONE               
143,AR,AR, 5,72601, 1,1,0,4,Y, , 4, 2,  9,1300,1300,030391,031391,     3.0,    10.8,   293.458218,0,0,  9,BOONE               
144,AR,AR, 5,72611, 1,1,1,3,N, , 1, 2, 84,1300,2100,021491,022091,     0.4,    61.4,   258.788573,0,0,  9,BOONE               
145,AR,AR, 5,72615, 1,1,0,4,Y, , 5, 2, 72,0800,0800,020291,021191,     2.0,    20.9,   298.208860,0,0,  9,BOONE               
146,AR,AR, 5,72630, 1,1,1,1,N, , 5, 2, 23,0600,0600,011691,012391,     1.3,    32.4,   298.208860,0,0,  9,BOONE               
147,AR,AR, 5,72662, 1,1,1,7,N, , 3, 2, 53,0800,0830,012791,020291,     2.1,    25.7,   257.192501,0,0,  9,BOONE               
148,AR,AR, 5,72662, 1,1,1,1,N, , 3, 2,  7,0830,0830,030391,031191,     0.5,    74.9,   257.192501,0,0,  9,BOONE               
149,AR,AR, 5,71647, 4,1,1,7,N, , 3, 2, 56,1000,1000,012591,020291,     0.1,   280.2,   257.192501,0,0, 11,BRADLEY             
150,AR,AR, 5,71671, 4,1,1,3,N, , 3, 2, 40,1500,1500,011891,012591,     1.8,    18.5,   257.192501,0,0, 11,BRADLEY             
151,AR,AR, 5,71671, 4,1,1,1,N, , 2, 2, 52,0900,1030,021091,021891,     0.4,    87.5,   282.037507,0,0, 11,BRADLEY             
152,AR,AR, 5,71671, 4,1,1,1,N, , 1, 2, 60,1600,1800,012691,020291,     0.8,    41.6,   258.788573,0,0, 11,BRADLEY             
153,AR,AR, 5,71671, 4,1,1,1,N, , 3, 2, 67,1200,1200,013091,020291,     0.2,   101.9,   257.192501,0,0, 11,BRADLEY             
154,AR,AR, 5,71671, 4,1,1,3,N, , 4, 2, 77,2100,2100,020291,021091,     0.8,    45.6,   293.458218,0,0, 11,BRADLEY             
155,AR,AR, 5,71671, 4,0,9,0, , , 3, 2,  7,1930,1201,030391,031591,     0.6,    54.0,   257.192501,0,0, 11,BRADLEY             
156,AR,AR, 5,71671, 4,1,1,3,N, , 5, 2, 10,0900,1900,030391,031491,     0.1,   271.5,   298.208860,0,0, 11,BRADLEY             
157,AR,AR, 5,71671, 4,1,1,1,N, , 4, 2, 10,1505,1024,030391,031391,     0.2,   200.7,   293.458218,0,0, 11,BRADLEY             
158,AR,AR, 5,71701, 4,1,1,3,N, , 1, 2, 50,0800,0800,012691,020291,     0.4,    65.4,   258.788573,0,0, 13,CALHOUN             
159,AR,AR, 5,71742, 4,1,1,2,N, , 1, 2,  2,0900,1700,031291,031991,     0.0,  7039.9,   258.788573,0,0, 13,CALHOUN             
160,AR,AR, 5,71744, 4,1,1,1,N, , 4, 2, 39,1600,1600,011891,012591,     0.2,   136.9,   293.458218,0,0, 13,CALHOUN             
161,AR,AR, 5,71744, 4,1,1,1,Y, , 3, 2, 68,1330,1145,013091,020291,     0.8,    53.2,   257.192501,0,0, 13,CALHOUN             
162,AR,AR, 5,71744, 4,1,1,1,N, , 1, 2, 79,1750,1950,020291,021391,     0.2,   262.3,   258.788573,0,0, 13,CALHOUN             
163,AR,AR, 5,71745, 4,1,1,2,N, , 4, 2, 21,1500,1500,012091,012791,     0.1,   240.4,   293.458218,0,0, 13,CALHOUN             
164,AR,AR, 5,72611, 1,1,0,5, , , 2, 2, 72,2230,2225,013091,020291,    10.8,     5.9,   282.037507,0,0, 15,CARROLL             
165,AR,AR, 5,72616, 1,1,1,3,N, , 3, 2, 39,1423,0800,011991,012691,     0.7,    38.2,   257.192501,0,0, 15,CARROLL             
166,AR,AR, 5,72632, 1,1,0,7,Y, , 1, 2, 86,1530,1530,021991,022691,    20.8,     3.3,   258.788573,0,0, 15,CARROLL             
167,AR,AR, 5,72638, 1,1,1,7,N, , 3, 2, 61,0800,0800,013091,020291,     0.6,    46.9,   257.192501,0,0, 15,CARROLL             
168,AR,AR, 5,72638, 1,1,1,7,N, , 2, 2, 76,0900,0830,020291,021091,     0.4,    70.8,   282.037507,0,0, 15,CARROLL             
169,AR,AR, 5,72638, 1,1,1,1,N, , 4, 2, 89,1100,1100,021391,022091,     0.2,   105.9,   293.458218,0,0, 15,CARROLL             
170,AR,AR, 5,72638, 1,1,0,4,Y, , 2, 2, 10,1100,1100,030391,031391,     1.7,    16.0,   282.037507,0,0, 15,CARROLL             
171,AR,AR, 5,71638, 4,1,1,7,N, , 4, 2, 23,1145,1208,012891,020291,     0.6,    39.3,   293.458218,0,0, 17,CHICOT              
172,AR,AR, 5,71638, 4,1,1,3,N, , 5, 2, 32,1145,1145,011691,012391,    -0.4,     0.0,   298.208860,0,0, 17,CHICOT              
173,AR,AR, 5,71638, 4,0,1,2,N, , 3, 2, 33,1410,1335,011891,012591,     0.2,   178.4,   257.192501,0,0, 17,CHICOT              
174,AR,AR, 5,71638, 4,1,1,1,N, , 4, 2, 75,1241,1126,013191,020291,     0.2,   193.5,   293.458218,0,0, 17,CHICOT              
175,AR,AR, 5,71640, 4,1,1,2,N, , 4, 2, 81,1800,1800,021291,021991,     1.9,    20.1,   293.458218,0,0, 17,CHICOT              
176,AR,AR, 5,71640, 4,0,9,0, , , 2, 2,  3,1500,1000,022891,030391,     0.3,   106.6,   282.037507,0,0, 17,CHICOT              
177,AR,AR, 5,71653, 4,1,1,7,N, , 2, 2, 29,2300,2300,011891,012591,     0.8,    34.2,   282.037507,0,0, 17,CHICOT              
178,AR,AR, 5,71653, 4,1,1,3,N, , 5, 2, 36,1600,1600,011791,012491,    -0.4,     0.0,   298.208860,0,0, 17,CHICOT              
179,AR,AR, 5,71653, 4,1,1,2,N, , 2, 2, 65,0800,0800,020291,021491,     2.0,    41.1,   282.037507,0,0, 17,CHICOT              
